names_IUCN,names_phylo,names_elton,diff_IUCN_elton,diff_IUCN_phylo
Microgale_principula,Microgale_principula,Microgale_principula,,
Microgale_pusilla,Microgale_pusilla,Microgale_pusilla,,
Microgale_soricoides,Microgale_soricoides,Microgale_soricoides,,
Microgale_taiva,Microgale_taiva,Microgale_taiva,,
Microgale_talazaci,Microgale_talazaci,Microgale_talazaci,,
Microgale_thomasi,Microgale_thomasi,Microgale_thomasi,,
Microhydromys_argenteus,Microhydromys_argenteus,Microhydromys_richardsoni,Recently discovered,
Microhydromys_richardsoni,Microhydromys_richardsoni,Microhydromys_richardsoni,,
Micromys_minutus,Micromys_minutus,Micromys_minutus,,
Micronycteris_brosseti,Micronycteris_brosseti,Micronycteris_brosseti,,
Micronycteris_buriri,Micronycteris_buriri,Micronycteris_megalotis,Recently discovered,
Micronycteris_giovanniae,Micronycteris_giovanniae,Micronycteris_matses,Recently discovered,
Micronycteris_hirsuta,Micronycteris_hirsuta,Micronycteris_hirsuta,,
Micronycteris_matses,Micronycteris_matses,Micronycteris_matses,,
Micronycteris_megalotis,Micronycteris_megalotis,Micronycteris_megalotis,,
Micronycteris_microtis,Micronycteris_microtis,Micronycteris_microtis,,
Micronycteris_minuta,Micronycteris_minuta,Micronycteris_minuta,,
Micronycteris_sanborni,Micronycteris_sanborni,Micronycteris_sanborni,,
Micronycteris_schmidtorum,Micronycteris_schmidtorum,Micronycteris_schmidtorum,,
Micronycteris_yatesi,Micronycteris_yatesi,Micronycteris_sanborni,Recently discovered,
Microperoryctes_aplini,Microperoryctes_aplini,Microperoryctes_murina,Recently discovered,
Microperoryctes_longicauda,Microperoryctes_longicauda,Microperoryctes_longicauda,,
Microperoryctes_murina,Microperoryctes_murina,Microperoryctes_murina,,
Microperoryctes_papuensis,Microperoryctes_papuensis,Microperoryctes_papuensis,,
Micropotamogale_lamottei,Micropotamogale_lamottei,Micropotamogale_lamottei,,
Micropotamogale_ruwenzorii,Micropotamogale_ruwenzorii,Micropotamogale_ruwenzorii,,
Micropteropus_intermedius,Micropteropus_intermedius,Micropteropus_intermedius,,
Micropteropus_pusillus,Micropteropus_pusillus,Micropteropus_pusillus,,
Microryzomys_altissimus,Microryzomys_altissimus,Microryzomys_altissimus,,
Microryzomys_minutus,Microryzomys_minutus,Microryzomys_minutus,,
Microsciurus_alfari,Microsciurus_alfari,Microsciurus_alfari,,
Microsciurus_flaviventer,Microsciurus_flaviventer,Microsciurus_flaviventer,,
Microsciurus_mimulus,Microsciurus_mimulus,Microsciurus_mimulus,,
Microsciurus_santanderensis,Microsciurus_santanderensis,Microsciurus_santanderensis,,
Microtus_abbreviatus,Microtus_abbreviatus,Microtus_abbreviatus,,
Microtus_agrestis,Microtus_agrestis,Microtus_agrestis,,
Microtus_anatolicus,Microtus_anatolicus,Microtus_anatolicus,,
Microtus_arvalis,Microtus_arvalis,Microtus_arvalis,,
Microtus_bavaricus,Microtus_bavaricus,Microtus_bavaricus,,
Microtus_brachycercus,Microtus_brachycercus,Microtus_brachycercus,,
Microtus_breweri,Microtus_breweri,Microtus_breweri,,
Microtus_cabrerae,Microtus_cabrerae,Microtus_cabrerae,,
Microtus_californicus,Microtus_californicus,Microtus_californicus,,
Microtus_canicaudus,Microtus_canicaudus,Microtus_canicaudus,,
Microtus_chrotorrhinus,Microtus_chrotorrhinus,Microtus_chrotorrhinus,,
Microtus_clarkei,Microtus_clarkei,Microtus_clarkei,,
Microtus_daghestanicus,Microtus_daghestanicus,Microtus_daghestanicus,,
Microtus_dogramacii,Microtus_dogramacii,Microtus_dogramacii,,
Microtus_duodecimcostatus,Microtus_duodecimcostatus,Microtus_duodecimcostatus,,
Microtus_evoronensis,Microtus_evoronensis,Microtus_evoronensis,,
Microtus_felteni,Microtus_felteni,Microtus_felteni,,
Microtus_fortis,Microtus_fortis,Microtus_fortis,,
Microtus_gerbei,Microtus_gerbei,Microtus_gerbei,,
Microtus_gregalis,Microtus_gregalis,Microtus_gregalis,,
Microtus_guatemalensis,Microtus_guatemalensis,Microtus_guatemalensis,,
Microtus_guentheri,Microtus_guentheri,Microtus_guentheri,,
Microtus_hyperboreus,Microtus_hyperboreus,Microtus_middendorffii,Lump/split,
Microtus_ilaeus,Microtus_ilaeus,Microtus_ilaeus,,
Microtus_irani,Microtus_irani,Microtus_irani,,
Microtus_kermanensis,Microtus_transcaspicus,Microtus_transcaspicus,Lump/split,Lump/split
Microtus_kikuchii,Microtus_kikuchii,Microtus_kikuchii,,
Microtus_levis,Microtus_levis,Microtus_levis,,
Microtus_liechtensteini,Microtus_liechtensteini,Microtus_liechtensteini,,
Microtus_limnophilus,Microtus_limnophilus,Microtus_limnophilus,,
Microtus_longicaudus,Microtus_longicaudus,Microtus_longicaudus,,
Microtus_lusitanicus,Microtus_lusitanicus,Microtus_lusitanicus,,
Microtus_majori,Microtus_majori,Microtus_majori,,
Microtus_maximowiczii,Microtus_maximowiczii,Microtus_maximowiczii,,
Microtus_mexicanus,Microtus_mexicanus,Microtus_mexicanus,,
Microtus_middendorffii,Microtus_middendorffii,Microtus_middendorffii,,
Microtus_miurus,Microtus_miurus,Microtus_miurus,,
Microtus_mongolicus,Microtus_mongolicus,Microtus_mongolicus,,
Microtus_montanus,Microtus_montanus,Microtus_montanus,,
Microtus_montebelli,Microtus_montebelli,Microtus_montebelli,,
Microtus_mujanensis,Microtus_mujanensis,Microtus_mujanensis,,
Microtus_multiplex,Microtus_multiplex,Microtus_multiplex,,
Microtus_nasarovi,Microtus_nasarovi,Microtus_daghestanicus,Lump/split,
Microtus_oaxacensis,Microtus_oaxacensis,Microtus_oaxacensis,,
Microtus_ochrogaster,Microtus_ochrogaster,Microtus_ochrogaster,,
Microtus_oeconomus,Microtus_oeconomus,Microtus_oeconomus,,
Microtus_oregoni,Microtus_oregoni,Microtus_oregoni,,
Microtus_paradoxus,Microtus_paradoxus,Microtus_paradoxus,,
Microtus_pennsylvanicus,Microtus_pennsylvanicus,Microtus_pennsylvanicus,,
Microtus_pinetorum,Microtus_pinetorum,Microtus_pinetorum,,
Microtus_qazvinensis,Microtus_qazvinensis,Microtus_qazvinensis,,
Microtus_quasiater,Microtus_quasiater,Microtus_quasiater,,
Microtus_richardsoni,Microtus_richardsoni,Microtus_richardsoni,,
Microtus_sachalinensis,Microtus_sachalinensis,Microtus_sachalinensis,,
Microtus_savii,Microtus_savii,Microtus_savii,,
Microtus_schelkovnikovi,Microtus_schelkovnikovi,Microtus_schelkovnikovi,,
Microtus_schidlovskii,Microtus_schidlovskii,Microtus_schidlovskii,,
Microtus_socialis,Microtus_socialis,Microtus_socialis,,
Microtus_subterraneus,Microtus_subterraneus,Microtus_subterraneus,,
Microtus_tatricus,Microtus_tatricus,Microtus_tatricus,,
Microtus_thomasi,Microtus_thomasi,Microtus_thomasi,,
Microtus_townsendii,Microtus_townsendii,Microtus_townsendii,,
Microtus_transcaspicus,Microtus_transcaspicus,Microtus_transcaspicus,,
Microtus_umbrosus,Microtus_umbrosus,Microtus_umbrosus,,
Microtus_xanthognathus,Microtus_xanthognathus,Microtus_xanthognathus,,
Millardia_gleadowi,Millardia_gleadowi,Millardia_gleadowi,,
Millardia_kathleenae,Millardia_kathleenae,Millardia_kathleenae,,
Millardia_kondana,Millardia_kondana,Millardia_kondana,,
Millardia_meltada,Millardia_meltada,Millardia_meltada,,
Mimetillus_moloneyi,Mimetillus_moloneyi,Mimetillus_moloneyi,,
Mimon_bennettii,Mimon_bennettii,Mimon_bennettii,,
Mimon_cozumelae,Mimon_cozumelae,Mimon_cozumelae,,
Mimon_crenulatum,Mimon_crenulatum,Mimon_crenulatum,,
Mimon_koepckeae,Mimon_koepckeae,Mimon_koepckeae,,
Mindomys_hammondi,Mindomys_hammondi,Oryzomys_hammondi,New genus,
Miniopterus_aelleni,Miniopterus_aelleni,Miniopterus_manavi,Lump/split,
Miniopterus_ambohitrensis,Miniopterus_ambohitrensis,Miniopterus_manavi,Lump/split,
Miniopterus_australis,Miniopterus_australis,Miniopterus_australis,,
Miniopterus_brachytragos,Miniopterus_brachytragos,Miniopterus_manavi,Lump/split,
Miniopterus_egeri,Miniopterus_egeri,Miniopterus_fraterculus,Lump/split,
Miniopterus_fraterculus,Miniopterus_fraterculus,Miniopterus_fraterculus,,
Miniopterus_fuscus,Miniopterus_fuscus,Miniopterus_fuscus,,
Miniopterus_gleni,Miniopterus_gleni,Miniopterus_gleni,,
Miniopterus_griffithsi,Miniopterus_griffithsi,Miniopterus_gleni,Lump/split,
Miniopterus_griveaudi,Miniopterus_griveaudi,Miniopterus_manavi,Lump/split,
Miniopterus_inflatus,Miniopterus_inflatus,Miniopterus_inflatus,,
Miniopterus_macrocneme,Miniopterus_macrocneme,Miniopterus_pusillus,Lump/split,
Miniopterus_magnater,Miniopterus_magnater,Miniopterus_magnater,,
Miniopterus_mahafaliensis,Miniopterus_mahafaliensis,Miniopterus_manavi,Lump/split,
Miniopterus_majori,Miniopterus_majori,Miniopterus_majori,,
Miniopterus_manavi,Miniopterus_manavi,Miniopterus_manavi,,
Miniopterus_medius,Miniopterus_medius,Miniopterus_medius,,
Miniopterus_minor,Miniopterus_minor,Miniopterus_minor,,
Miniopterus_natalensis,Miniopterus_natalensis,Miniopterus_natalensis,,
Miniopterus_newtoni,Miniopterus_newtoni,Miniopterus_minor,Lump/split,
Miniopterus_paululus,Miniopterus_paululus,Miniopterus_paululus,,
Miniopterus_petersoni,Miniopterus_petersoni,Miniopterus_fraterculus,Recently discovered,
Miniopterus_pusillus,Miniopterus_pusillus,Miniopterus_pusillus,,
Miniopterus_robustior,Miniopterus_robustior,Miniopterus_robustior,,
Miniopterus_schreibersii,Miniopterus_schreibersii,Miniopterus_schreibersii,,
Miniopterus_shortridgei,Miniopterus_shortridgei,Miniopterus_shortridgei,,
Miniopterus_sororculus,Miniopterus_sororculus,Miniopterus_fraterculus,Lump/split,
Miniopterus_tristis,Miniopterus_tristis,Miniopterus_tristis,,
Miopithecus_ogouensis,Miopithecus_ogouensis,Miopithecus_ogouensis,,
Miopithecus_talapoin,Miopithecus_talapoin,Miopithecus_talapoin,,
Mirimiri_acrodonta,Mirimiri_acrodonta,Pteralopex_acrodonta,New genus,
Mirounga_angustirostris,Mirounga_angustirostris,Mirounga_angustirostris,,
Mirounga_leonina,Mirounga_leonina,Mirounga_leonina,,
Mirza_coquereli,Mirza_coquereli,Mirza_coquereli,,
Mirza_zaza,Mirza_zaza,Mirza_coquereli,Recently discovered,
Mogera_etigo,Mogera_etigo,Mogera_tokudae,Lump/split,
Mogera_imaizumii,Mogera_imaizumii,Mogera_imaizumii,,
Mogera_insularis,Mogera_insularis,Mogera_insularis,,
Mogera_robusta,Mogera_robusta,Mogera_wogura,Lump/split,
Mogera_tokudae,Mogera_tokudae,Mogera_tokudae,,
Mogera_uchidai,Mogera_uchidai,Mogera_uchidai,,
Mogera_wogura,Mogera_wogura,Mogera_wogura,,
Molossops_aequatorianus,Molossops_aequatorianus,Molossops_aequatorianus,,
Molossops_mattogrossensis,Molossops_mattogrossensis,Molossops_mattogrossensis,,
Molossops_neglectus,Molossops_neglectus,Molossops_neglectus,,
Molossops_temminckii,Molossops_temminckii,Molossops_temminckii,,
Molossus_alvarezi,Molossus_alvarezi,Molossus_sinaloae,Recently discovered,
Molossus_aztecus,Molossus_aztecus,Molossus_aztecus,,
Molossus_bondae,Molossus_currentium,Molossus_currentium,Change species name,Change species name
Molossus_coibensis,Molossus_coibensis,Molossus_coibensis,,
Molossus_currentium,Molossus_currentium,Molossus_currentium,,
Molossus_molossus,Molossus_molossus,Molossus_molossus,,
Molossus_pretiosus,Molossus_pretiosus,Molossus_pretiosus,,
Molossus_rufus,Molossus_rufus,Molossus_rufus,,
Molossus_sinaloae,Molossus_sinaloae,Molossus_sinaloae,,
Monachus_monachus,Monachus_monachus,Monachus_monachus,,
Monodelphis_adusta,Monodelphis_adusta,Monodelphis_adusta,,
Monodelphis_americana,Monodelphis_americana,Monodelphis_americana,,
Monodelphis_brevicaudata,Monodelphis_brevicaudata,Monodelphis_brevicaudata,,
Monodelphis_dimidiata,Monodelphis_dimidiata,Monodelphis_dimidiata,,
Monodelphis_domestica,Monodelphis_domestica,Monodelphis_domestica,,
Monodelphis_emiliae,Monodelphis_emiliae,Monodelphis_emiliae,,
Monodelphis_glirina,Monodelphis_glirina,Monodelphis_glirina,,
Monodelphis_handleyi,Monodelphis_handleyi,Monodelphis_osgoodi,Recently discovered,
Monodelphis_iheringi,Monodelphis_iheringi,Monodelphis_iheringi,,
Monodelphis_kunsi,Monodelphis_kunsi,Monodelphis_kunsi,,
Monodelphis_osgoodi,Monodelphis_osgoodi,Monodelphis_osgoodi,,
Monodelphis_palliolata,Monodelphis_palliolata,Monodelphis_palliolata,,
Monodelphis_peruviana,Monodelphis_peruviana,Monodelphis_adusta,Lump/split,
Monodelphis_reigi,Monodelphis_reigi,Monodelphis_adusta,Recently discovered,
Monodelphis_ronaldi,Monodelphis_ronaldi,Monodelphis_adusta,Recently discovered,
Monodelphis_scalops,Monodelphis_scalops,Monodelphis_scalops,,
Monodelphis_unistriata,Monodelphis_unistriata,Monodelphis_unistriata,,
Monophyllus_plethodon,Monophyllus_plethodon,Monophyllus_plethodon,,
Monophyllus_redmani,Monophyllus_redmani,Monophyllus_redmani,,
Monticolomys_koopmani,Monticolomys_koopmani,Monticolomys_koopmani,,
Mops_bakarii,Mops_bakarii,Mops_brachypterus,Recently discovered,
Mops_brachypterus,Mops_brachypterus,Mops_brachypterus,,
Mops_condylurus,Mops_condylurus,Mops_condylurus,,
Mops_congicus,Mops_congicus,Mops_congicus,,
Mops_demonstrator,Mops_demonstrator,Mops_demonstrator,,
Mops_leucostigma,Mops_leucostigma,Mops_leucostigma,,
Mops_midas,Mops_midas,Mops_midas,,
Mops_mops,Mops_mops,Mops_mops,,
Mops_nanulus,Mops_nanulus,Mops_nanulus,,
Mops_niangarae,Mops_niangarae,Mops_niangarae,,
Mops_niveiventer,Mops_niveiventer,Mops_niveiventer,,
Mops_petersoni,Mops_petersoni,Mops_petersoni,,
Mops_sarasinorum,Mops_sarasinorum,Mops_sarasinorum,,
Mops_spurrelli,Mops_spurrelli,Mops_spurrelli,,
Mops_thersites,Mops_thersites,Mops_thersites,,
Mops_trevori,Mops_trevori,Mops_trevori,,
Mormoops_blainvillei,Mormoops_blainvillei,Mormoops_blainvillei,,
Mormoops_megalophylla,Mormoops_megalophylla,Mormoops_megalophylla,,
Mormopterus_acetabulosus,Mormopterus_acetabulosus,Mormopterus_acetabulosus,,
Mormopterus_beccarii,Mormopterus_beccarii,Mormopterus_beccarii,,
Mormopterus_cobourgianus,Mormopterus_loriae,Mormopterus_loriae,Lump/split,Lump/split
Mormopterus_doriae,Mormopterus_doriae,Mormopterus_doriae,,
Mormopterus_eleryi,Mormopterus_eleryi,Mormopterus_norfolkensis,Lump/split,
Mormopterus_francoismoutoui,Mormopterus_francoismoutoui,Mormopterus_acetabulosus,Lump/split,
Mormopterus_halli,Mormopterus_halli,Mormopterus_loriae,Lump/split,
Mormopterus_jugularis,Mormopterus_jugularis,Mormopterus_jugularis,,
Mormopterus_kalinowskii,Nyctinomops_kalinowskii,Mormopterus_kalinowskii,,New genus
Mormopterus_kitcheneri,Mormopterus_kitcheneri,Mormopterus_planiceps,Lump/split,
Mormopterus_loriae,Mormopterus_loriae,Mormopterus_loriae,,
Mormopterus_lumsdenae,Mormopterus_lumsdenae,Mormopterus_beccarii,Lump/split,
Mormopterus_minutus,Mormopterus_minutus,Mormopterus_minutus,,
Mormopterus_norfolkensis,Mormopterus_norfolkensis,Mormopterus_norfolkensis,,
Mormopterus_petersi,Mormopterus_planiceps,Mormopterus_planiceps,Lump/split,Lump/split
Mormopterus_phrudus,Mormopterus_phrudus,Mormopterus_phrudus,,
Mormopterus_planiceps,Mormopterus_planiceps,Mormopterus_planiceps,,
Mormopterus_ridei,Mormopterus_loriae,Mormopterus_loriae,Lump/split,Lump/split
Moschiola_indica,Moschiola_indica,Moschiola_meminna,Lump/split,
Moschiola_kathygre,Moschiola_kathygre,Moschiola_meminna,Lump/split,
Moschiola_meminna,Moschiola_meminna,Moschiola_meminna,,
Moschus_anhuiensis,Moschus_anhuiensis,Moschus_anhuiensis,,
Moschus_berezovskii,Moschus_berezovskii,Moschus_berezovskii,,
Moschus_chrysogaster,Moschus_chrysogaster,Moschus_chrysogaster,,
Moschus_cupreus,Moschus_cupreus,Moschus_cupreus,,
Moschus_fuscus,Moschus_fuscus,Moschus_fuscus,,
Moschus_leucogaster,Moschus_leucogaster,Moschus_leucogaster,,
Moschus_moschiferus,Moschus_moschiferus,Moschus_moschiferus,,
Mosia_nigrescens,Mosia_nigrescens,Mosia_nigrescens,,
Mungos_gambianus,Mungos_gambianus,Mungos_gambianus,,
Mungos_mungo,Mungos_mungo,Mungos_mungo,,
Mungotictis_decemlineata,Mungotictis_decemlineata,Mungotictis_decemlineata,,
Muntiacus_atherodes,Muntiacus_atherodes,Muntiacus_atherodes,,
Muntiacus_crinifrons,Muntiacus_crinifrons,Muntiacus_crinifrons,,
Muntiacus_feae,Muntiacus_feae,Muntiacus_feae,,
Muntiacus_gongshanensis,Muntiacus_gongshanensis,Muntiacus_gongshanensis,,
Muntiacus_montanus,Muntiacus_montanus,Muntiacus_muntjak,Lump/split,
Muntiacus_muntjak,Muntiacus_muntjak,Muntiacus_muntjak,,
Muntiacus_puhoatensis,Muntiacus_puhoatensis,Muntiacus_puhoatensis,,
Muntiacus_putaoensis,Muntiacus_putaoensis,Muntiacus_putaoensis,,
Muntiacus_reevesi,Muntiacus_reevesi,Muntiacus_reevesi,,
Muntiacus_rooseveltorum,Muntiacus_rooseveltorum,Muntiacus_rooseveltorum,,
Muntiacus_truongsonensis,Muntiacus_truongsonensis,Muntiacus_truongsonensis,,
Muntiacus_vaginalis,Muntiacus_vaginalis,Muntiacus_muntjak,Lump/split,
Muntiacus_vuquangensis,Muntiacus_vuquangensis,Muntiacus_vuquangensis,,
Murexia_habbema,Murexia_habbema,Micromurexia_habbema,New genus,
Murexia_longicaudata,Murexia_longicaudata,Murexia_longicaudata,,
Murexia_melanurus,Murexia_melanurus,Murexechinus_melanurus,New genus,
Murexia_naso,Murexia_naso,Phascomurexia_naso,New genus,
Murexia_rothschildi,Murexia_rothschildi,Paramurexia_rothschildi,New genus,
Muriculus_imberbis,Muriculus_imberbis,Muriculus_imberbis,,
Murina_aenea,Murina_aenea,Murina_aenea,,
Murina_aurata,Murina_aurata,Murina_aurata,,
Murina_balaensis,Murina_balaensis,Murina_suilla,Recently discovered,
Murina_bicolor,Murina_bicolor,Murina_leucogaster,Recently discovered,
Murina_cyclotis,Murina_cyclotis,Murina_cyclotis,,
Murina_florium,Murina_florium,Murina_florium,,
Murina_fusca,Murina_fusca,Murina_fusca,,
Murina_gracilis,Murina_gracilis,Murina_suilla,Recently discovered,
Murina_harrisoni,Murina_harrisoni,Murina_huttoni,Recently discovered,
Murina_hilgendorfi,Murina_hilgendorfi,Murina_hilgendorfi,,
Murina_huttoni,Murina_huttoni,Murina_huttoni,,
Murina_leucogaster,Murina_leucogaster,Murina_leucogaster,,
Murina_puta,Murina_puta,Murina_puta,,
Murina_recondita,Murina_recondita,Murina_suilla,Recently discovered,
Murina_rozendaali,Murina_rozendaali,Murina_rozendaali,,
Murina_ryukyuana,Murina_ryukyuana,Murina_ryukyuana,,
Murina_suilla,Murina_suilla,Murina_suilla,,
Murina_tenebrosa,Murina_tenebrosa,Murina_tenebrosa,,
Murina_tubinaris,Murina_tubinaris,Murina_tubinaris,,
Murina_ussuriensis,Murina_ussuriensis,Murina_ussuriensis,,
Mus_baoulei,Mus_baoulei,Mus_baoulei,,
Mus_booduga,Mus_booduga,Mus_booduga,,
Mus_bufo,Mus_bufo,Mus_bufo,,
Mus_callewaerti,Mus_callewaerti,Mus_callewaerti,,
Mus_caroli,Mus_caroli,Mus_caroli,,
Mus_cervicolor,Mus_cervicolor,Mus_cervicolor,,
Mus_cookii,Mus_cookii,Mus_cookii,,
Mus_crociduroides,Mus_crociduroides,Mus_crociduroides,,
Mus_cypriacus,Mus_cypriacus,Mus_macedonicus,Recently discovered,
Mus_famulus,Mus_famulus,Mus_famulus,,
Mus_fernandoni,Mus_fernandoni,Mus_fernandoni,,
Mus_fragilicauda,Mus_fragilicauda,Mus_fragilicauda,,
Mus_goundae,Mus_goundae,Mus_goundae,,
Mus_haussa,Mus_haussa,Mus_haussa,,
Mus_indutus,Mus_indutus,Mus_indutus,,
Mus_macedonicus,Mus_macedonicus,Mus_macedonicus,,
Mus_mahomet,Mus_mahomet,Mus_mahomet,,
Mus_mattheyi,Mus_mattheyi,Mus_mattheyi,,
Mus_mayori,Mus_mayori,Mus_mayori,,
Mus_minutoides,Mus_minutoides,Mus_minutoides,,
Mus_musculoides,Mus_musculoides,Mus_musculoides,,
Mus_musculus,Mus_musculus,Mus_musculus,,
Mus_neavei,Mus_neavei,Mus_neavei,,
Mus_oubanguii,Mus_oubanguii,Mus_oubanguii,,
Mus_pahari,Mus_pahari,Mus_pahari,,
Mus_phillipsi,Mus_phillipsi,Mus_phillipsi,,
Mus_platythrix,Mus_platythrix,Mus_platythrix,,
Mus_saxicola,Mus_saxicola,Mus_saxicola,,
Mus_setulosus,Mus_setulosus,Mus_setulosus,,
Mus_setzeri,Mus_setzeri,Mus_setzeri,,
Mus_shortridgei,Mus_shortridgei,Mus_shortridgei,,
Mus_sorella,Mus_sorella,Mus_sorella,,
Mus_spicilegus,Mus_spicilegus,Mus_spicilegus,,
Mus_spretus,Mus_spretus,Mus_spretus,,
Mus_tenellus,Mus_tenellus,Mus_tenellus,,
Mus_terricolor,Mus_terricolor,Mus_terricolor,,
Mus_triton,Mus_triton,Mus_triton,,
Mus_vulcani,Mus_vulcani,Mus_vulcani,,
Muscardinus_avellanarius,Muscardinus_avellanarius,Muscardinus_avellanarius,,
Musonycteris_harrisoni,Musonycteris_harrisoni,Musonycteris_harrisoni,,
Mustela_africana,Mustela_africana,Mustela_africana,,
Mustela_altaica,Mustela_altaica,Mustela_altaica,,
Mustela_erminea,Mustela_erminea,Mustela_erminea,,
Mustela_eversmanii,Mustela_eversmanii,Mustela_eversmanii,,
Mustela_felipei,Mustela_felipei,Mustela_felipei,,
Mustela_frenata,Mustela_frenata,Mustela_frenata,,
Mustela_itatsi,Mustela_itatsi,Mustela_itatsi,,
Mustela_kathiah,Mustela_kathiah,Mustela_kathiah,,
Mustela_lutreola,Mustela_lutreola,Mustela_lutreola,,
Mustela_lutreolina,Mustela_lutreolina,Mustela_lutreolina,,
Mustela_nigripes,Mustela_nigripes,Mustela_nigripes,,
Mustela_nivalis,Mustela_nivalis,Mustela_nivalis,,
Mustela_nudipes,Mustela_nudipes,Mustela_nudipes,,
Mustela_putorius,Mustela_putorius,Mustela_putorius,,
Mustela_russelliana,Mustela_nivalis,Mustela_nivalis,Lump/split,Lump/split
Mustela_sibirica,Mustela_sibirica,Mustela_sibirica,,
Mustela_strigidorsa,Mustela_strigidorsa,Mustela_strigidorsa,,
Mustela_subpalmata,Mustela_subpalmata,Mustela_subpalmata,,
Mustela_tonkinensis,Mustela_nivalis,Mustela_nivalis,Lump/split,Lump/split
Mydaus_javanensis,Mydaus_javanensis,Mydaus_javanensis,,
Mydaus_marchei,Mydaus_marchei,Mydaus_marchei,,
Mylomys_dybowskii,Mylomys_dybowskii,Mylomys_dybowskii,,
Mylomys_rex,Mylomys_rex,Mylomys_rex,,
Myocastor_coypus,Myocastor_coypus,Myocastor_coypus,,
Myodes_andersoni,Myodes_andersoni,Myodes_andersoni,,
Myodes_californicus,Myodes_californicus,Myodes_californicus,,
Myodes_centralis,Myodes_centralis,Myodes_centralis,,
Myodes_gapperi,Myodes_gapperi,Myodes_gapperi,,
Myodes_glareolus,Myodes_glareolus,Myodes_glareolus,,
Myodes_regulus,Myodes_regulus,Myodes_regulus,,
Myodes_rex,Myodes_rex,Myodes_rex,,
Myodes_rufocanus,Myodes_rufocanus,Myodes_rufocanus,,
Myodes_rutilus,Myodes_rutilus,Myodes_rutilus,,
Myodes_shanseius,Myodes_shanseius,Myodes_shanseius,,
Myodes_smithii,Myodes_smithii,Myodes_smithii,,
Myoictis_leucura,Myoictis_leucura,Myoictis_wallacii,Recently discovered,
Myoictis_melas,Myoictis_melas,Myoictis_melas,,
Myoictis_wallacei,Myoictis_wallacei,Myoictis_wallacii,Typo,
Myoictis_wavicus,Myoictis_wavicus,Myoictis_melas,Lump/split,
Myomimus_personatus,Myomimus_personatus,Myomimus_personatus,,
Myomimus_roachi,Myomimus_roachi,Myomimus_roachi,,
Myomimus_setzeri,Myomimus_setzeri,Myomimus_setzeri,,
Myomyscus_angolensis,Myomyscus_angolensis,Myomyscus_angolensis,,
Myomyscus_brockmani,Myomyscus_brockmani,Myomyscus_brockmani,,
Myomyscus_verreauxii,Myomyscus_verreauxii,Myomyscus_verreauxii,,
Myomyscus_yemeni,Myomyscus_yemeni,Myomyscus_yemeni,,
Myonycteris_brachycephala,Myonycteris_brachycephala,Myonycteris_brachycephala,,
Myonycteris_leptodon,Myonycteris_torquata,Myonycteris_torquata,Lump/split,Lump/split
Myonycteris_relicta,Myonycteris_relicta,Myonycteris_relicta,,
Myonycteris_torquata,Myonycteris_torquata,Myonycteris_torquata,,
Myoprocta_acouchy,Myoprocta_acouchy,Myoprocta_acouchy,,
Myoprocta_pratti,Myoprocta_pratti,Myoprocta_pratti,,
Myopterus_daubentonii,Myopterus_daubentonii,Myopterus_daubentonii,,
Myopterus_whitleyi,Myopterus_whitleyi,Myopterus_whitleyi,,
Myopus_schisticolor,Myopus_schisticolor,Myopus_schisticolor,,
Myosciurus_pumilio,Myosciurus_pumilio,Myosciurus_pumilio,,
Myosorex_babaulti,Myosorex_babaulti,Myosorex_babaulti,,
Myosorex_blarina,Myosorex_blarina,Myosorex_blarina,,
Myosorex_bururiensis,Myosorex_bururiensis,Myosorex_rumpii,Recently discovered,
Myosorex_cafer,Myosorex_cafer,Myosorex_cafer,,
Myosorex_eisentrauti,Myosorex_eisentrauti,Myosorex_eisentrauti,,
Myosorex_geata,Myosorex_geata,Myosorex_geata,,
Myosorex_gnoskei,Myosorex_gnoskei,Myosorex_kihaulei,Recently discovered,
Myosorex_jejei,Myosorex_jejei,Myosorex_kihaulei,Recently discovered,
Myosorex_kihaulei,Myosorex_kihaulei,Myosorex_kihaulei,,
Myosorex_longicaudatus,Myosorex_longicaudatus,Myosorex_longicaudatus,,
Myosorex_okuensis,Myosorex_okuensis,Myosorex_okuensis,,
Myosorex_rumpii,Myosorex_rumpii,Myosorex_rumpii,,
Myosorex_schalleri,Myosorex_schalleri,Myosorex_schalleri,,
Myosorex_sclateri,Myosorex_sclateri,Myosorex_sclateri,,
Myosorex_tenuis,Myosorex_tenuis,Myosorex_tenuis,,
Myosorex_varius,Myosorex_varius,Myosorex_varius,,
Myosorex_zinki,Myosorex_zinki,Myosorex_zinki,,
Myospalax_aspalax,Myospalax_aspalax,Myospalax_aspalax,,
Myospalax_myospalax,Myospalax_myospalax,Myospalax_myospalax,,
Myospalax_psilurus,Myospalax_psilurus,Myospalax_psilurus,,
Myotis_adversus,Myotis_adversus,Myotis_adversus,,
Myotis_aelleni,Myotis_aelleni,Myotis_aelleni,,
Myotis_albescens,Myotis_albescens,Myotis_albescens,,
Myotis_alcathoe,Myotis_alcathoe,Myotis_alcathoe,,
Myotis_altarium,Myotis_altarium,Myotis_altarium,,
Myotis_anjouanensis,Myotis_anjouanensis,Myotis_anjouanensis,,
Myotis_annamiticus,Myotis_annamiticus,Myotis_annamiticus,,
Myotis_annectans,Myotis_annectans,Myotis_annectans,,
