names_IUCN,names_phylo,names_elton,diff_IUCN_elton,diff_IUCN_phylo
Crocidura_gracilipes,Crocidura_gracilipes,Crocidura_gracilipes,,
Crocidura_grandiceps,Crocidura_grandiceps,Crocidura_grandiceps,,
Crocidura_grandis,Crocidura_grandis,Crocidura_grandis,,
Crocidura_grassei,Crocidura_grassei,Crocidura_grassei,,
Crocidura_grayi,Crocidura_grayi,Crocidura_grayi,,
Crocidura_greenwoodi,Crocidura_greenwoodi,Crocidura_greenwoodi,,
Crocidura_harenna,Crocidura_harenna,Crocidura_harenna,,
Crocidura_hikmiya,Crocidura_hikmiya,Crocidura_miya,Recently discovered,
Crocidura_hildegardeae,Crocidura_hildegardeae,Crocidura_hildegardeae,,
Crocidura_hilliana,Crocidura_hilliana,Crocidura_hilliana,,
Crocidura_hirta,Crocidura_hirta,Crocidura_hirta,,
Crocidura_hispida,Crocidura_hispida,Crocidura_hispida,,
Crocidura_horsfieldii,Crocidura_horsfieldii,Crocidura_horsfieldii,,
Crocidura_hutanis,Crocidura_hutanis,Crocidura_hutanis,,
Crocidura_indochinensis,Crocidura_indochinensis,Crocidura_indochinensis,,
Crocidura_jacksoni,Crocidura_jacksoni,Crocidura_jacksoni,,
Crocidura_jenkinsi,Crocidura_jenkinsi,Crocidura_jenkinsi,,
Crocidura_jouvenetae,Crocidura_jouvenetae,Crocidura_jouvenetae,,
Crocidura_katinka,Crocidura_katinka,Crocidura_katinka,,
Crocidura_kivuana,Crocidura_kivuana,Crocidura_kivuana,,
Crocidura_lamottei,Crocidura_lamottei,Crocidura_lamottei,,
Crocidura_lanosa,Crocidura_lanosa,Crocidura_lanosa,,
Crocidura_lasiura,Crocidura_lasiura,Crocidura_lasiura,,
Crocidura_latona,Crocidura_latona,Crocidura_latona,,
Crocidura_lea,Crocidura_lea,Crocidura_lea,,
Crocidura_lepidura,Crocidura_lepidura,Crocidura_lepidura,,
Crocidura_leucodon,Crocidura_leucodon,Crocidura_leucodon,,
Crocidura_levicula,Crocidura_levicula,Crocidura_levicula,,
Crocidura_littoralis,Crocidura_littoralis,Crocidura_littoralis,,
Crocidura_longipes,Crocidura_longipes,Crocidura_longipes,,
Crocidura_lucina,Crocidura_lucina,Crocidura_lucina,,
Crocidura_ludia,Crocidura_ludia,Crocidura_ludia,,
Crocidura_luna,Crocidura_luna,Crocidura_luna,,
Crocidura_lusitania,Crocidura_lusitania,Crocidura_lusitania,,
Crocidura_macarthuri,Crocidura_macarthuri,Crocidura_macarthuri,,
Crocidura_macmillani,Crocidura_macmillani,Crocidura_macmillani,,
Crocidura_macowi,Crocidura_macowi,Crocidura_macowi,,
Crocidura_malayana,Crocidura_malayana,Crocidura_malayana,,
Crocidura_manengubae,Crocidura_manengubae,Crocidura_manengubae,,
Crocidura_maquassiensis,Crocidura_maquassiensis,Crocidura_maquassiensis,,
Crocidura_mariquensis,Crocidura_mariquensis,Crocidura_mariquensis,,
Crocidura_maurisca,Crocidura_maurisca,Crocidura_maurisca,,
Crocidura_maxi,Crocidura_maxi,Crocidura_maxi,,
Crocidura_mindorus,Crocidura_mindorus,Crocidura_mindorus,,
Crocidura_miya,Crocidura_miya,Crocidura_miya,,
Crocidura_monax,Crocidura_monax,Crocidura_monax,,
Crocidura_monticola,Crocidura_monticola,Crocidura_monticola,,
Crocidura_montis,Crocidura_montis,Crocidura_montis,,
Crocidura_muricauda,Crocidura_muricauda,Crocidura_muricauda,,
Crocidura_musseri,Crocidura_musseri,Crocidura_musseri,,
Crocidura_mutesae,Crocidura_mutesae,Crocidura_mutesae,,
Crocidura_nana,Crocidura_nana,Crocidura_nana,,
Crocidura_nanilla,Crocidura_nanilla,Crocidura_nanilla,,
Crocidura_negligens,Crocidura_negligens,Crocidura_negligens,,
Crocidura_negrina,Crocidura_negrina,Crocidura_negrina,,
Crocidura_nicobarica,Crocidura_nicobarica,Crocidura_nicobarica,,
Crocidura_nigeriae,Crocidura_nigeriae,Crocidura_nigeriae,,
Crocidura_nigricans,Crocidura_nigricans,Crocidura_nigricans,,
Crocidura_nigripes,Crocidura_nigripes,Crocidura_nigripes,,
Crocidura_nigrofusca,Crocidura_nigrofusca,Crocidura_nigrofusca,,
Crocidura_nimbae,Crocidura_nimbae,Crocidura_nimbae,,
Crocidura_niobe,Crocidura_niobe,Crocidura_niobe,,
Crocidura_obscurior,Crocidura_obscurior,Crocidura_obscurior,,
Crocidura_olivieri,Crocidura_olivieri,Crocidura_olivieri,,
Crocidura_orientalis,Crocidura_orientalis,Crocidura_orientalis,,
Crocidura_orii,Crocidura_orii,Crocidura_orii,,
Crocidura_pachyura,Crocidura_pachyura,Crocidura_ichnusae,Lump/split,
Crocidura_palawanensis,Crocidura_palawanensis,Crocidura_palawanensis,,
Crocidura_paradoxura,Crocidura_paradoxura,Crocidura_paradoxura,,
Crocidura_parvipes,Crocidura_parvipes,Crocidura_parvipes,,
Crocidura_pasha,Crocidura_pasha,Crocidura_pasha,,
Crocidura_pergrisea,Crocidura_pergrisea,Crocidura_pergrisea,,
Crocidura_phaeura,Crocidura_phaeura,Crocidura_phaeura,,
Crocidura_phanluongi,Crocidura_phanluongi,Crocidura_indochinensis,Recently discovered,
Crocidura_phuquocensis,Crocidura_phuquocensis,Crocidura_fuliginosa,Recently discovered,
Crocidura_picea,Crocidura_picea,Crocidura_picea,,
Crocidura_pitmani,Crocidura_pitmani,Crocidura_pitmani,,
Crocidura_planiceps,Crocidura_planiceps,Crocidura_planiceps,,
Crocidura_poensis,Crocidura_poensis,Crocidura_poensis,,
Crocidura_polia,Crocidura_polia,Crocidura_polia,,
Crocidura_pullata,Crocidura_pullata,Crocidura_pullata,,
Crocidura_raineyi,Crocidura_raineyi,Crocidura_raineyi,,
Crocidura_ramona,Crocidura_ramona,Crocidura_ramona,,
Crocidura_rapax,Crocidura_rapax,Crocidura_rapax,,
Crocidura_religiosa,Crocidura_religiosa,Crocidura_religiosa,,
Crocidura_rhoditis,Crocidura_rhoditis,Crocidura_rhoditis,,
Crocidura_roosevelti,Crocidura_roosevelti,Crocidura_roosevelti,,
Crocidura_russula,Crocidura_russula,Crocidura_russula,,
Crocidura_selina,Crocidura_selina,Crocidura_selina,,
Crocidura_serezkyensis,Crocidura_serezkyensis,Crocidura_serezkyensis,,
Crocidura_shantungensis,Crocidura_shantungensis,Crocidura_shantungensis,,
Crocidura_sibirica,Crocidura_sibirica,Crocidura_sibirica,,
Crocidura_sicula,Crocidura_sicula,Crocidura_sicula,,
Crocidura_silacea,Crocidura_silacea,Crocidura_silacea,,
Crocidura_smithii,Crocidura_smithii,Crocidura_smithii,,
Crocidura_sokolovi,Crocidura_sokolovi,Crocidura_attenuata,Recently discovered,
Crocidura_somalica,Crocidura_somalica,Crocidura_somalica,,
Crocidura_stenocephala,Crocidura_stenocephala,Crocidura_stenocephala,,
Crocidura_suaveolens,Crocidura_suaveolens,Crocidura_suaveolens,,
Crocidura_susiana,Crocidura_susiana,Crocidura_susiana,,
Crocidura_tanakae,Crocidura_tanakae,Crocidura_tanakae,,
Crocidura_tansaniana,Crocidura_tansaniana,Crocidura_tansaniana,,
Crocidura_tarella,Crocidura_tarella,Crocidura_tarella,,
Crocidura_tarfayensis,Crocidura_tarfayensis,Crocidura_tarfayensis,,
Crocidura_telfordi,Crocidura_telfordi,Crocidura_telfordi,,
Crocidura_tenuis,Crocidura_tenuis,Crocidura_tenuis,,
Crocidura_thalia,Crocidura_thalia,Crocidura_thalia,,
Crocidura_theresae,Crocidura_theresae,Crocidura_theresae,,
Crocidura_thomensis,Crocidura_thomensis,Crocidura_thomensis,,
Crocidura_trichura,Crocidura_trichura,Crocidura_trichura,,
Crocidura_turba,Crocidura_turba,Crocidura_turba,,
Crocidura_ultima,Crocidura_ultima,Crocidura_ultima,,
Crocidura_usambarae,Crocidura_usambarae,Crocidura_usambarae,,
Crocidura_viaria,Crocidura_viaria,Crocidura_viaria,,
Crocidura_virgata,Crocidura_virgata,Crocidura_virgata,,
Crocidura_voi,Crocidura_voi,Crocidura_voi,,
Crocidura_vorax,Crocidura_vorax,Crocidura_vorax,,
Crocidura_vosmaeri,Crocidura_vosmaeri,Crocidura_vosmaeri,,
Crocidura_watasei,Crocidura_watasei,Crocidura_watasei,,
Crocidura_whitakeri,Crocidura_whitakeri,Crocidura_whitakeri,,
Crocidura_wimmeri,Crocidura_wimmeri,Crocidura_wimmeri,,
Crocidura_wuchihensis,Crocidura_wuchihensis,Crocidura_wuchihensis,,
Crocidura_xantippe,Crocidura_xantippe,Crocidura_xantippe,,
Crocidura_yankariensis,Crocidura_yankariensis,Crocidura_yankariensis,,
Crocidura_zaitsevi,Crocidura_zaitsevi,Crocidura_wuchihensis,Recently discovered,
Crocidura_zaphiri,Crocidura_zaphiri,Crocidura_zaphiri,,
Crocidura_zarudnyi,Crocidura_zarudnyi,Crocidura_zarudnyi,,
Crocidura_zimmeri,Crocidura_zimmeri,Crocidura_zimmeri,,
Crocidura_zimmermanni,Crocidura_zimmermanni,Crocidura_zimmermanni,,
Crocuta_crocuta,Crocuta_crocuta,Crocuta_crocuta,,
Crossarchus_alexandri,Crossarchus_alexandri,Crossarchus_alexandri,,
Crossarchus_ansorgei,Crossarchus_ansorgei,Crossarchus_ansorgei,,
Crossarchus_obscurus,Crossarchus_obscurus,Crossarchus_obscurus,,
Crossarchus_platycephalus,Crossarchus_platycephalus,Crossarchus_platycephalus,,
Crossomys_moncktoni,Crossomys_moncktoni,Crossomys_moncktoni,,
Crunomys_celebensis,Crunomys_celebensis,Crunomys_celebensis,,
Crunomys_fallax,Crunomys_fallax,Crunomys_fallax,,
Crunomys_melanius,Crunomys_melanius,Crunomys_melanius,,
Crunomys_suncoides,Crunomys_suncoides,Crunomys_suncoides,,
Cryptochloris_wintoni,Cryptochloris_wintoni,Cryptochloris_wintoni,,
Cryptochloris_zyli,Cryptochloris_zyli,Cryptochloris_zyli,,
Cryptomys_hottentotus,Cryptomys_hottentotus,Cryptomys_hottentotus,,
Cryptonanus_agricolai,Cryptonanus_agricolai,Gracilinanus_agricolai,New genus,
Cryptonanus_chacoensis,Cryptonanus_chacoensis,Gracilinanus_agilis,Lump/split,
Cryptonanus_guahybae,Cryptonanus_guahybae,Gracilinanus_agilis,Lump/split,
Cryptonanus_unduaviensis,Cryptonanus_unduaviensis,Gracilinanus_agilis,Lump/split,
Cryptoprocta_ferox,Cryptoprocta_ferox,Cryptoprocta_ferox,,
Cryptotis_alticola,Cryptotis_alticola,Cryptotis_alticola,,
Cryptotis_brachyonyx,Cryptotis_brachyonyx,Cryptotis_brachyonyx,,
Cryptotis_colombiana,Cryptotis_colombiana,Cryptotis_colombiana,,
Cryptotis_endersi,Cryptotis_endersi,Cryptotis_endersi,,
Cryptotis_equatoris,Cryptotis_equatoris,Cryptotis_equatoris,,
Cryptotis_goldmani,Cryptotis_goldmani,Cryptotis_goldmani,,
Cryptotis_goodwini,Cryptotis_goodwini,Cryptotis_goodwini,,
Cryptotis_gracilis,Cryptotis_gracilis,Cryptotis_gracilis,,
Cryptotis_griseoventris,Cryptotis_griseoventris,Cryptotis_griseoventris,,
Cryptotis_hondurensis,Cryptotis_hondurensis,Cryptotis_hondurensis,,
Cryptotis_magna,Cryptotis_magna,Cryptotis_magna,,
Cryptotis_mayensis,Cryptotis_mayensis,Cryptotis_mayensis,,
Cryptotis_medellinia,Cryptotis_medellinia,Cryptotis_medellinia,,
Cryptotis_mera,Cryptotis_mera,Cryptotis_mera,,
Cryptotis_meridensis,Cryptotis_meridensis,Cryptotis_meridensis,,
Cryptotis_merriami,Cryptotis_merriami,Cryptotis_merriami,,
Cryptotis_mexicana,Cryptotis_mexicana,Cryptotis_mexicana,,
Cryptotis_montivaga,Cryptotis_montivaga,Cryptotis_montivaga,,
Cryptotis_nelsoni,Cryptotis_nelsoni,Cryptotis_nelsoni,,
Cryptotis_nigrescens,Cryptotis_nigrescens,Cryptotis_nigrescens,,
Cryptotis_obscura,Cryptotis_obscura,Cryptotis_obscura,,
Cryptotis_orophila,Cryptotis_orophila,Cryptotis_orophila,,
Cryptotis_parva,Cryptotis_parva,Cryptotis_parva,,
Cryptotis_peregrina,Cryptotis_peregrina,Cryptotis_peregrina,,
Cryptotis_peruviensis,Cryptotis_peruviensis,Cryptotis_peruviensis,,
Cryptotis_phillipsii,Cryptotis_phillipsii,Cryptotis_phillipsii,,
Cryptotis_squamipes,Cryptotis_squamipes,Cryptotis_squamipes,,
Cryptotis_tamensis,Cryptotis_tamensis,Cryptotis_tamensis,,
Cryptotis_thomasi,Cryptotis_thomasi,Cryptotis_thomasi,,
Cryptotis_tropicalis,Cryptotis_tropicalis,Cryptotis_tropicalis,,
Ctenodactylus_gundi,Ctenodactylus_gundi,Ctenodactylus_gundi,,
Ctenodactylus_vali,Ctenodactylus_vali,Ctenodactylus_vali,,
Ctenomys_argentinus,Ctenomys_argentinus,Ctenomys_argentinus,,
Ctenomys_australis,Ctenomys_australis,Ctenomys_australis,,
Ctenomys_azarae,Ctenomys_azarae,Ctenomys_azarae,,
Ctenomys_bergi,Ctenomys_bergi,Ctenomys_bergi,,
Ctenomys_boliviensis,Ctenomys_boliviensis,Ctenomys_boliviensis,,
Ctenomys_bonettoi,Ctenomys_bonettoi,Ctenomys_bonettoi,,
Ctenomys_brasiliensis,Ctenomys_brasiliensis,Ctenomys_brasiliensis,,
Ctenomys_colburni,Ctenomys_colburni,Ctenomys_colburni,,
Ctenomys_coludo,Ctenomys_coludo,Ctenomys_coludo,,
Ctenomys_conoveri,Ctenomys_conoveri,Ctenomys_conoveri,,
Ctenomys_coyhaiquensis,Ctenomys_coyhaiquensis,Ctenomys_coyhaiquensis,,
Ctenomys_dorbignyi,Ctenomys_dorbignyi,Ctenomys_dorbignyi,,
Ctenomys_dorsalis,Ctenomys_dorsalis,Ctenomys_dorsalis,,
Ctenomys_emilianus,Ctenomys_emilianus,Ctenomys_emilianus,,
Ctenomys_famosus,Ctenomys_famosus,Ctenomys_famosus,,
Ctenomys_flamarioni,Ctenomys_flamarioni,Ctenomys_flamarioni,,
Ctenomys_fochi,Ctenomys_fochi,Ctenomys_fochi,,
Ctenomys_fodax,Ctenomys_fodax,Ctenomys_fodax,,
Ctenomys_frater,Ctenomys_frater,Ctenomys_frater,,
Ctenomys_fulvus,Ctenomys_fulvus,Ctenomys_fulvus,,
Ctenomys_goodfellowi,Ctenomys_goodfellowi,Ctenomys_goodfellowi,,
Ctenomys_haigi,Ctenomys_haigi,Ctenomys_haigi,,
Ctenomys_johannis,Ctenomys_johannis,Ctenomys_johannis,,
Ctenomys_juris,Ctenomys_juris,Ctenomys_juris,,
Ctenomys_knighti,Ctenomys_knighti,Ctenomys_knighti,,
Ctenomys_lami,Ctenomys_lami,Ctenomys_lami,,
Ctenomys_latro,Ctenomys_latro,Ctenomys_latro,,
Ctenomys_leucodon,Ctenomys_leucodon,Ctenomys_leucodon,,
Ctenomys_lewisi,Ctenomys_lewisi,Ctenomys_lewisi,,
Ctenomys_magellanicus,Ctenomys_magellanicus,Ctenomys_magellanicus,,
Ctenomys_maulinus,Ctenomys_maulinus,Ctenomys_maulinus,,
Ctenomys_mendocinus,Ctenomys_mendocinus,Ctenomys_mendocinus,,
Ctenomys_minutus,Ctenomys_minutus,Ctenomys_minutus,,
Ctenomys_occultus,Ctenomys_occultus,Ctenomys_occultus,,
Ctenomys_opimus,Ctenomys_opimus,Ctenomys_opimus,,
Ctenomys_osvaldoreigi,Ctenomys_osvaldoreigi,Ctenomys_osvaldoreigi,,
Ctenomys_pearsoni,Ctenomys_pearsoni,Ctenomys_pearsoni,,
Ctenomys_perrensi,Ctenomys_perrensi,Ctenomys_perrensi,,
Ctenomys_peruanus,Ctenomys_peruanus,Ctenomys_peruanus,,
Ctenomys_pilarensis,Ctenomys_pilarensis,Ctenomys_pilarensis,,
Ctenomys_pontifex,Ctenomys_pontifex,Ctenomys_pontifex,,
Ctenomys_porteousi,Ctenomys_porteousi,Ctenomys_porteousi,,
Ctenomys_pundti,Ctenomys_pundti,Ctenomys_pundti,,
Ctenomys_rionegrensis,Ctenomys_rionegrensis,Ctenomys_rionegrensis,,
Ctenomys_roigi,Ctenomys_roigi,Ctenomys_roigi,,
Ctenomys_saltarius,Ctenomys_saltarius,Ctenomys_saltarius,,
Ctenomys_scagliai,Ctenomys_scagliai,Ctenomys_scagliai,,
Ctenomys_sericeus,Ctenomys_sericeus,Ctenomys_sericeus,,
Ctenomys_sociabilis,Ctenomys_sociabilis,Ctenomys_sociabilis,,
Ctenomys_steinbachi,Ctenomys_steinbachi,Ctenomys_steinbachi,,
Ctenomys_talarum,Ctenomys_talarum,Ctenomys_talarum,,
Ctenomys_torquatus,Ctenomys_torquatus,Ctenomys_torquatus,,
Ctenomys_tuconax,Ctenomys_tuconax,Ctenomys_tuconax,,
Ctenomys_tucumanus,Ctenomys_tucumanus,Ctenomys_tucumanus,,
Ctenomys_tulduco,Ctenomys_tulduco,Ctenomys_tulduco,,
Ctenomys_validus,Ctenomys_validus,Ctenomys_validus,,
Ctenomys_viperinus,Ctenomys_viperinus,Ctenomys_viperinus,,
Ctenomys_yolandae,Ctenomys_yolandae,Ctenomys_yolandae,,
Cuniculus_paca,Cuniculus_paca,Cuniculus_paca,,
Cuniculus_taczanowskii,Cuniculus_taczanowskii,Cuniculus_taczanowskii,,
Cuon_alpinus,Cuon_alpinus,Cuon_alpinus,,
Cuscomys_ashaninka,Cuscomys_ashaninka,Cuscomys_ashaninka,,
Cuscomys_oblativa,Cuscomys_oblativa,Cuscomys_oblativa,,
Cyclopes_didactylus,Cyclopes_didactylus,Cyclopes_didactylus,,
Cynictis_penicillata,Cynictis_penicillata,Cynictis_penicillata,,
Cynocephalus_volans,Cynocephalus_volans,Cynocephalus_volans,,
Cynogale_bennettii,Cynogale_bennettii,Cynogale_bennettii,,
Cynomops_abrasus,Cynomops_abrasus,Cynomops_abrasus,,
Cynomops_greenhalli,Cynomops_greenhalli,Cynomops_greenhalli,,
Cynomops_mexicanus,Cynomops_mexicanus,Cynomops_mexicanus,,
Cynomops_milleri,Cynomops_paranus,Cynomops_paranus,Lump/split,Lump/split
Cynomops_paranus,Cynomops_paranus,Cynomops_paranus,,
Cynomops_planirostris,Cynomops_planirostris,Cynomops_planirostris,,
Cynomys_gunnisoni,Cynomys_gunnisoni,Cynomys_gunnisoni,,
Cynomys_leucurus,Cynomys_leucurus,Cynomys_leucurus,,
Cynomys_ludovicianus,Cynomys_ludovicianus,Cynomys_ludovicianus,,
Cynomys_mexicanus,Cynomys_mexicanus,Cynomys_mexicanus,,
Cynomys_parvidens,Cynomys_parvidens,Cynomys_parvidens,,
Cynopterus_brachyotis,Cynopterus_brachyotis,Cynopterus_brachyotis,,
Cynopterus_horsfieldii,Cynopterus_horsfieldii,Cynopterus_horsfieldii,,
Cynopterus_luzoniensis,Cynopterus_luzoniensis,Cynopterus_luzoniensis,,
Cynopterus_minutus,Cynopterus_minutus,Cynopterus_minutus,,
Cynopterus_nusatenggara,Cynopterus_nusatenggara,Cynopterus_nusatenggara,,
Cynopterus_sphinx,Cynopterus_sphinx,Cynopterus_sphinx,,
Cynopterus_titthaecheilus,Cynopterus_titthaecheilus,Cynopterus_titthaecheilus,,
Cystophora_cristata,Cystophora_cristata,Cystophora_cristata,,
Cyttarops_alecto,Cyttarops_alecto,Cyttarops_alecto,,
Dacnomys_millardi,Dacnomys_millardi,Dacnomys_millardi,,
Dactylomys_boliviensis,Dactylomys_boliviensis,Dactylomys_boliviensis,,
Dactylomys_dactylinus,Dactylomys_dactylinus,Dactylomys_dactylinus,,
Dactylomys_peruanus,Dactylomys_peruanus,Dactylomys_peruanus,,
Dactylonax_palpator,Dactylonax_palpator,Dactylopsila_palpator,New genus,
Dactylopsila_megalura,Dactylopsila_megalura,Dactylopsila_megalura,,
Dactylopsila_tatei,Dactylopsila_tatei,Dactylopsila_tatei,,
Dactylopsila_trivirgata,Dactylopsila_trivirgata,Dactylopsila_trivirgata,,
Dama_dama,Dama_dama,Dama_dama,,
Dama_mesopotamica,Dama_mesopotamica,Dama_dama,Lump/split,
Damaliscus_lunatus,Damaliscus_lunatus,Damaliscus_lunatus,,
Damaliscus_pygargus,Damaliscus_pygargus,Damaliscus_pygargus,,
Dasycercus_blythi,Dasycercus_blythi,Dasycercus_cristicauda,Lump/split,
Dasycercus_cristicauda,Dasycercus_cristicauda,Dasycercus_cristicauda,,
Dasykaluta_rosamondae,Dasykaluta_rosamondae,Dasykaluta_rosamondae,,
Dasymys_foxi,Dasymys_foxi,Dasymys_foxi,,
Dasymys_incomtus,Dasymys_incomtus,Dasymys_incomtus,,
Dasymys_montanus,Dasymys_montanus,Dasymys_montanus,,
Dasymys_nudipes,Dasymys_nudipes,Dasymys_nudipes,,
Dasymys_rufulus,Dasymys_rufulus,Dasymys_rufulus,,
Dasyprocta_azarae,Dasyprocta_azarae,Dasyprocta_azarae,,
Dasyprocta_coibae,Dasyprocta_coibae,Dasyprocta_coibae,,
Dasyprocta_croconota,Dasyprocta_leporina,Dasyprocta_leporina,Lump/split,Lump/split
Dasyprocta_fuliginosa,Dasyprocta_fuliginosa,Dasyprocta_fuliginosa,,
Dasyprocta_guamara,Dasyprocta_guamara,Dasyprocta_guamara,,
Dasyprocta_iacki,Dasyprocta_leporina,Dasyprocta_leporina,Recently discovered,Recently discovered
Dasyprocta_kalinowskii,Dasyprocta_kalinowskii,Dasyprocta_kalinowskii,,
Dasyprocta_leporina,Dasyprocta_leporina,Dasyprocta_leporina,,
Dasyprocta_mexicana,Dasyprocta_mexicana,Dasyprocta_mexicana,,
Dasyprocta_prymnolopha,Dasyprocta_prymnolopha,Dasyprocta_prymnolopha,,
Dasyprocta_punctata,Dasyprocta_punctata,Dasyprocta_punctata,,
Dasyprocta_ruatanica,Dasyprocta_ruatanica,Dasyprocta_ruatanica,,
Dasyprocta_variegata,Dasyprocta_punctata,Dasyprocta_punctata,Lump/split,Lump/split
Dasypus_hybridus,Dasypus_hybridus,Dasypus_hybridus,,
Dasypus_kappleri,Dasypus_kappleri,Dasypus_kappleri,,
Dasypus_novemcinctus,Dasypus_novemcinctus,Dasypus_novemcinctus,,
Dasypus_pilosus,Dasypus_pilosus,Dasypus_pilosus,,
Dasypus_sabanicola,Dasypus_sabanicola,Dasypus_sabanicola,,
Dasypus_septemcinctus,Dasypus_septemcinctus,Dasypus_septemcinctus,,
Dasypus_yepesi,Dasypus_yepesi,Dasypus_yepesi,,
Dasyuroides_byrnei,Dasyuroides_byrnei,Dasyuroides_byrnei,,
Dasyurus_albopunctatus,Dasyurus_albopunctatus,Dasyurus_albopunctatus,,
Dasyurus_geoffroii,Dasyurus_geoffroii,Dasyurus_geoffroii,,
Dasyurus_hallucatus,Dasyurus_hallucatus,Dasyurus_hallucatus,,
Dasyurus_maculatus,Dasyurus_maculatus,Dasyurus_maculatus,,
Dasyurus_spartacus,Dasyurus_spartacus,Dasyurus_spartacus,,
Dasyurus_viverrinus,Dasyurus_viverrinus,Dasyurus_viverrinus,,
Daubentonia_madagascariensis,Daubentonia_madagascariensis,Daubentonia_madagascariensis,,
Delanymys_brooksi,Delanymys_brooksi,Delanymys_brooksi,,
Delomys_collinus,Delomys_collinus,Delomys_collinus,,
Delomys_dorsalis,Delomys_dorsalis,Delomys_dorsalis,,
Delomys_sublineatus,Delomys_sublineatus,Delomys_sublineatus,,
Deltamys_kempi,Deltamys_kempi,Deltamys_kempi,,
Dendrogale_melanura,Dendrogale_melanura,Dendrogale_melanura,,
Dendrogale_murina,Dendrogale_murina,Dendrogale_murina,,
Dendrohyrax_arboreus,Dendrohyrax_arboreus,Dendrohyrax_arboreus,,
Dendrohyrax_dorsalis,Dendrohyrax_dorsalis,Dendrohyrax_dorsalis,,
Dendrohyrax_validus,Dendrohyrax_validus,Dendrohyrax_arboreus,Lump/split,
Dendrolagus_bennettianus,Dendrolagus_bennettianus,Dendrolagus_bennettianus,,
Dendrolagus_dorianus,Dendrolagus_dorianus,Dendrolagus_dorianus,,
Dendrolagus_goodfellowi,Dendrolagus_goodfellowi,Dendrolagus_goodfellowi,,
Dendrolagus_inustus,Dendrolagus_inustus,Dendrolagus_inustus,,
Dendrolagus_lumholtzi,Dendrolagus_lumholtzi,Dendrolagus_lumholtzi,,
Dendrolagus_matschiei,Dendrolagus_matschiei,Dendrolagus_matschiei,,
Dendrolagus_mayri,Dendrolagus_mayri,Dendrolagus_dorianus,Rediscovered,
Dendrolagus_mbaiso,Dendrolagus_mbaiso,Dendrolagus_mbaiso,,
Dendrolagus_notatus,Dendrolagus_notatus,Dendrolagus_dorianus,Lump/split,
Dendrolagus_pulcherrimus,Dendrolagus_pulcherrimus,Dendrolagus_pulcherrimus,,
Dendrolagus_scottae,Dendrolagus_scottae,Dendrolagus_scottae,,
Dendrolagus_spadix,Dendrolagus_spadix,Dendrolagus_spadix,,
Dendrolagus_stellarum,Dendrolagus_stellarum,Dendrolagus_stellarum,,
Dendrolagus_ursinus,Dendrolagus_ursinus,Dendrolagus_ursinus,,
Dendromus_insignis,Dendromus_insignis,Dendromus_insignis,,
Dendromus_kahuziensis,Dendromus_kahuziensis,Dendromus_kahuziensis,,
Dendromus_kivu,Dendromus_kivu,Dendromus_nyasae,Lump/split,
Dendromus_lachaisei,Dendromus_lachaisei,Dendromus_messorius,Recently discovered,
Dendromus_lovati,Dendromus_lovati,Dendromus_lovati,,
Dendromus_melanotis,Dendromus_melanotis,Dendromus_melanotis,,
Dendromus_mesomelas,Dendromus_mesomelas,Dendromus_mesomelas,,
Dendromus_messorius,Dendromus_messorius,Dendromus_messorius,,
Dendromus_mystacalis,Dendromus_mystacalis,Dendromus_mystacalis,,
Dendromus_nyikae,Dendromus_nyikae,Dendromus_nyikae,,
Dendromus_oreas,Dendromus_oreas,Dendromus_oreas,,
Dendromus_ruppi,Dendromus_ruppi,Dendromus_mystacalis,Recently discovered,
Dendromus_vernayi,Dendromus_vernayi,Dendromus_vernayi,,
Dendroprionomys_rousseloti,Dendroprionomys_rousseloti,Dendroprionomys_rousseloti,,
Deomys_ferrugineus,Deomys_ferrugineus,Deomys_ferrugineus,,
Dephomys_defua,Dephomys_defua,Dephomys_defua,,
Dermanura_anderseni,Dermanura_anderseni,Artibeus_anderseni,New genus,
Dermanura_azteca,Dermanura_aztecus,Artibeus_aztecus,New genus,New genus
Dermanura_bogotensis,Dermanura_bogotensis,Artibeus_glaucus,Lump/split,
Dermanura_cinerea,Dermanura_cinereus,Artibeus_cinereus,New genus,New genus
Dermanura_glauca,Dermanura_glaucus,Artibeus_glaucus,New genus,New genus
Dermanura_gnoma,Dermanura_gnomus,Artibeus_gnomus,New genus,New genus
Dermanura_phaeotis,Dermanura_phaeotis,Artibeus_phaeotis,New genus,
Dermanura_rosenbergi,Dermanura_rosenbergii,Artibeus_glaucus,Lump/split,Typo
Dermanura_tolteca,Dermanura_toltecus,Artibeus_toltecus,New genus,New genus
Dermanura_watsoni,Dermanura_watsoni,Artibeus_watsoni,New genus,
Desmana_moschata,Desmana_moschata,Desmana_moschata,,
Desmodilliscus_braueri,Desmodilliscus_braueri,Desmodilliscus_braueri,,
Desmodillus_auricularis,Desmodillus_auricularis,Desmodillus_auricularis,,
Desmodus_rotundus,Desmodus_rotundus,Desmodus_rotundus,,
Desmomys_harringtoni,Desmomys_harringtoni,Desmomys_harringtoni,,
Desmomys_yaldeni,Desmomys_yaldeni,Desmomys_yaldeni,,
Diaemus_youngi,Diaemus_youngi,Diaemus_youngi,,
Dicerorhinus_sumatrensis,Dicerorhinus_sumatrensis,Dicerorhinus_sumatrensis,,
Diceros_bicornis,Diceros_bicornis,Diceros_bicornis,,
