names_IUCN,names_elton,names_phylo,diff_IUCN_elton,diff_IUCN_phylo
Alopecoenas_erythropterus,Gallicolumba_erythroptera,Gallicolumba_erythroptera,New genus,New genus
Alopecoenas_ferrugineus,Gallicolumba_sanctaecrucis,Gallicolumba_sanctaecrucis,Extinct,Extinct
Alopecoenas_hoedtii,Gallicolumba_hoedtii,Gallicolumba_hoedtii,New genus,New genus
Alopecoenas_jobiensis,Gallicolumba_jobiensis,Gallicolumba_jobiensis,New genus,New genus
Alopecoenas_johannae,Gallicolumba_beccarii,Gallicolumba_beccarii,Lump/split,Lump/split
Alopecoenas_kubaryi,Gallicolumba_kubaryi,Gallicolumba_kubaryi,New genus,New genus
Alopecoenas_rubescens,Gallicolumba_rubescens,Gallicolumba_rubescens,New genus,New genus
Alopecoenas_salamonis,Gallicolumba_sanctaecrucis,Gallicolumba_sanctaecrucis,Extinct,Extinct
Alopecoenas_sanctaecrucis,Gallicolumba_sanctaecrucis,Gallicolumba_sanctaecrucis,New genus,New genus
Alopecoenas_stairi,Gallicolumba_stairi,Gallicolumba_stairi,New genus,New genus
Alopecoenas_xanthonurus,Gallicolumba_xanthonura,Gallicolumba_xanthonura,New genus,New genus
Alophoixus_bres,Alophoixus_bres,Alophoixus_bres,,
Alophoixus_finschii,Alophoixus_finschii,Alophoixus_finschii,,
Alophoixus_flaveolus,Alophoixus_flaveolus,Alophoixus_flaveolus,,
Alophoixus_frater,Alophoixus_bres,Alophoixus_bres,Lump/split,Lump/split
Alophoixus_griseiceps,Alophoixus_pallidus,Alophoixus_pallidus,Lump/split,Lump/split
Alophoixus_ochraceus,Alophoixus_ochraceus,Alophoixus_ochraceus,,
Alophoixus_pallidus,Alophoixus_pallidus,Alophoixus_pallidus,,
Alophoixus_phaeocephalus,Alophoixus_phaeocephalus,Alophoixus_phaeocephalus,,
Alophoixus_ruficrissus,Alophoixus_ochraceus,Alophoixus_ochraceus,Lump/split,Lump/split
Alophoixus_tephrogenys,Alophoixus_bres,Alophoixus_bres,Lump/split,Lump/split
Alopochelidon_fucata,Alopochelidon_fucata,Alopochelidon_fucata,,
Alopochen_aegyptiaca,Alopochen_aegyptiaca,Alopochen_aegyptiaca,,
Alopochen_kervazoi,Alopochen_aegyptiaca,Alopochen_aegyptiaca,Extinct,Extinct
Alopochen_mauritiana,Alopochen_aegyptiaca,Alopochen_aegyptiaca,Extinct,Extinct
Amadina_erythrocephala,Amadina_erythrocephala,Amadina_erythrocephala,,
Amadina_fasciata,Amadina_fasciata,Amadina_fasciata,,
Amalocichla_incerta,Amalocichla_incerta,Amalocichla_incerta,,
Amalocichla_sclateriana,Amalocichla_sclateriana,Amalocichla_sclateriana,,
Amandava_amandava,Amandava_amandava,Amandava_amandava,,
Amandava_formosa,Amandava_formosa,Amandava_formosa,,
Amandava_subflava,Amandava_subflava,Amandava_subflava,,
Amaurocichla_bocagii,Amaurocichla_bocagei,Amaurocichla_bocagei,Typo,Typo
Amaurolimnas_concolor,Amaurolimnas_concolor,Amaurolimnas_concolor,,
Amaurornis_cinerea,Porzana_cinerea,Porzana_cinerea,New genus,New genus
Amaurornis_isabellina,Amaurornis_isabellina,Amaurornis_isabellina,,
Amaurornis_magnirostris,Amaurornis_magnirostris,Amaurornis_olivacea,,Lump/split
Amaurornis_marginalis,Aenigmatolimnas_marginalis,Aenigmatolimnas_marginalis,New genus,New genus
Amaurornis_moluccana,Amaurornis_moluccana,Amaurornis_moluccana,,
Amaurornis_olivacea,Amaurornis_olivacea,Amaurornis_olivacea,,
Amaurornis_phoenicurus,Amaurornis_phoenicurus,Amaurornis_phoenicurus,,
Amaurospiza_moesta,Amaurospiza_moesta,Amaurospiza_moesta,,
Amaurospiza_relicta,Amaurospiza_concolor,Amaurospiza_concolor,Lump/split,Lump/split
Amazilia_alfaroana,Amazilia_cyanifrons,Amazilia_cyanifrons,Lump/split,Lump/split
Amazilia_amabilis,Amazilia_amabilis,Amazilia_amabilis,,
Amazilia_amazilia,Amazilia_amazilia,Amazilia_amazilia,,
Amazilia_bartletti,Amazilia_lactea,Amazilia_lactea,Lump/split,Lump/split
Amazilia_beryllina,Amazilia_beryllina,Amazilia_beryllina,,
Amazilia_boucardi,Amazilia_boucardi,Amazilia_boucardi,,
Amazilia_brevirostris,Amazilia_brevirostris,Amazilia_brevirostris,,
Amazilia_candida,Amazilia_candida,Amazilia_candida,,
Amazilia_castaneiventris,Amazilia_castaneiventris,Amazilia_castaneiventris,,
Amazilia_chionogaster,Amazilia_chionogaster,Amazilia_chionogaster,,
Amazilia_cupreicauda,Amazilia_viridigaster,Amazilia_viridigaster,Lump/split,Lump/split
Amazilia_cyanifrons,Amazilia_cyanifrons,Amazilia_cyanifrons,,
Amazilia_cyanocephala,Amazilia_cyanocephala,Amazilia_cyanocephala,,
Amazilia_cyanura,Amazilia_cyanura,Amazilia_cyanura,,
Amazilia_decora,Amazilia_decora,Amazilia_decora,,
Amazilia_edward,Amazilia_edward,Amazilia_edward,,
Amazilia_fimbriata,Amazilia_fimbriata,Amazilia_fimbriata,,
Amazilia_franciae,Amazilia_franciae,Amazilia_franciae,,
Amazilia_grayi,Hylocharis_grayi,Hylocharis_grayi,New genus,New genus
Amazilia_humboldtii,Hylocharis_humboldtii,Hylocharis_humboldtii,New genus,New genus
Amazilia_lactea,Amazilia_lactea,Amazilia_lactea,,
Amazilia_leucogaster,Amazilia_leucogaster,Amazilia_leucogaster,,
Amazilia_luciae,Amazilia_luciae,Amazilia_luciae,,
Amazilia_rosenbergi,Amazilia_rosenbergi,Amazilia_rosenbergi,,
Amazilia_rutila,Amazilia_rutila,Amazilia_rutila,,
Amazilia_sapphirina,Hylocharis_sapphirina,Hylocharis_sapphirina,New genus,New genus
Amazilia_saucerottei,Amazilia_saucerrottei,Amazilia_saucerrottei,Typo,Typo
Amazilia_tobaci,Amazilia_tobaci,Amazilia_tobaci,,
Amazilia_tzacatl,Amazilia_tzacatl,Amazilia_tzacatl,,
Amazilia_versicolor,Amazilia_versicolor,Amazilia_versicolor,,
Amazilia_violiceps,Amazilia_violiceps,Amazilia_violiceps,,
Amazilia_viridicauda,Amazilia_viridicauda,Amazilia_viridicauda,,
Amazilia_viridifrons,Amazilia_viridifrons,Amazilia_viridifrons,,
Amazilia_viridigaster,Amazilia_viridigaster,Amazilia_viridigaster,,
Amazilia_wagneri,Amazilia_viridifrons,Amazilia_viridifrons,Lump/split,Lump/split
Amazilia_yucatanensis,Amazilia_yucatanensis,Amazilia_yucatanensis,,
Amazona_aestiva,Amazona_aestiva,Amazona_aestiva,,
Amazona_agilis,Amazona_agilis,Amazona_agilis,,
Amazona_albifrons,Amazona_albifrons,Amazona_albifrons,,
Amazona_amazonica,Amazona_amazonica,Amazona_amazonica,,
Amazona_arausiaca,Amazona_arausiaca,Amazona_arausiaca,,
Amazona_auropalliata,Amazona_auropalliata,Amazona_auropalliata,,
Amazona_autumnalis,Amazona_autumnalis,Amazona_autumnalis,,
Amazona_barbadensis,Amazona_barbadensis,Amazona_barbadensis,,
Amazona_bodini,Amazona_festiva,Amazona_festiva,Lump/split,Lump/split
Amazona_brasiliensis,Amazona_brasiliensis,Amazona_brasiliensis,,
Amazona_collaria,Amazona_collaria,Amazona_collaria,,
Amazona_diadema,Amazona_autumnalis,Amazona_autumnalis,Lump/split,Lump/split
Amazona_dufresniana,Amazona_dufresniana,Amazona_dufresniana,,
Amazona_farinosa,Amazona_farinosa,Amazona_farinosa,,
Amazona_festiva,Amazona_festiva,Amazona_festiva,,
Amazona_finschi,Amazona_finschi,Amazona_finschi,,
Amazona_guatemalae,Amazona_farinosa,Amazona_farinosa,Lump/split,Lump/split
Amazona_guildingii,Amazona_guildingii,Amazona_guildingii,,
Amazona_imperialis,Amazona_imperialis,Amazona_imperialis,,
Amazona_kawalli,Amazona_kawalli,Amazona_kawalli,,
Amazona_leucocephala,Amazona_leucocephala,Amazona_leucocephala,,
Amazona_lilacina,Amazona_autumnalis,Amazona_autumnalis,Lump/split,Lump/split
Amazona_martinicana,Amazona_arausiaca,Amazona_arausiaca,Extinct,Extinct
Amazona_mercenarius,Amazona_mercenaria,Amazona_mercenaria,Typo,Typo
Amazona_ochrocephala,Amazona_ochrocephala,Amazona_ochrocephala,,
Amazona_oratrix,Amazona_oratrix,Amazona_oratrix,,
Amazona_pretrei,Amazona_pretrei,Amazona_pretrei,,
Amazona_rhodocorytha,Amazona_rhodocorytha,Amazona_rhodocorytha,,
Amazona_tucumana,Amazona_tucumana,Amazona_tucumana,,
Amazona_ventralis,Amazona_ventralis,Amazona_ventralis,,
Amazona_versicolor,Amazona_versicolor,Amazona_versicolor,,
Amazona_vinacea,Amazona_vinacea,Amazona_vinacea,,
Amazona_violacea,Amazona_imperialis,Amazona_imperialis,Extinct,Extinct
Amazona_viridigenalis,Amazona_viridigenalis,Amazona_viridigenalis,,
Amazona_vittata,Amazona_vittata,Amazona_vittata,,
Amazona_xantholora,Amazona_xantholora,Amazona_xantholora,,
Amazonetta_brasiliensis,Amazonetta_brasiliensis,Amazonetta_brasiliensis,,
Amblycercus_holosericeus,Amblycercus_holosericeus,Amblycercus_holosericeus,,
Amblyornis_flavifrons,Amblyornis_flavifrons,Amblyornis_flavifrons,,
Amblyornis_inornata,Amblyornis_inornata,Amblyornis_inornata,,
Amblyornis_macgregoriae,Amblyornis_macgregoriae,Amblyornis_macgregoriae,,
Amblyornis_subalaris,Amblyornis_subalaris,Amblyornis_subalaris,,
Amblyospiza_albifrons,Amblyospiza_albifrons,Amblyospiza_albifrons,,
Amblyramphus_holosericeus,Amblyramphus_holosericeus,Amblyramphus_holosericeus,,
Ammodramus_aurifrons,Ammodramus_aurifrons,Ammodramus_aurifrons,,
Ammodramus_humeralis,Ammodramus_humeralis,Ammodramus_humeralis,,
Ammodramus_savannarum,Ammodramus_savannarum,Ammodramus_savannarum,,
Ammomanes_cinctura,Ammomanes_cinctura,Ammomanes_cinctura,,
Ammomanes_deserti,Ammomanes_deserti,Ammomanes_deserti,,
Ammomanes_phoenicura,Ammomanes_phoenicura,Ammomanes_phoenicura,,
Ammomanopsis_grayi,Ammomanes_grayi,Ammomanes_grayi,New genus,New genus
Ammonastes_pelzelni,Myrmeciza_pelzelni,Myrmeciza_pelzelni,New genus,New genus
Ammoperdix_griseogularis,Ammoperdix_griseogularis,Ammoperdix_griseogularis,,
Ammoperdix_heyi,Ammoperdix_heyi,Ammoperdix_heyi,,
Ammospiza_caudacuta,Ammodramus_caudacutus,Ammodramus_caudacutus,New genus,New genus
Ammospiza_leconteii,Ammodramus_leconteii,Ammodramus_leconteii,New genus,New genus
Ammospiza_maritima,Ammodramus_maritimus,Ammodramus_maritimus,New genus,New genus
Ammospiza_nelsoni,Ammodramus_nelsoni,Ammodramus_nelsoni,New genus,New genus
Ampeliceps_coronatus,Ampeliceps_coronatus,Ampeliceps_coronatus,,
Ampelioides_tschudii,Ampelioides_tschudii,Ampelioides_tschudii,,
Ampelion_rubrocristatus,Ampelion_rubrocristatus,Ampelion_rubrocristatus,,
Ampelion_rufaxilla,Ampelion_rufaxilla,Ampelion_rufaxilla,,
Ampelornis_griseiceps,Myrmeciza_griseiceps,Myrmeciza_griseiceps,New genus,New genus
Amphilais_seebohmi,Amphilais_seebohmi,Bradypterus_seebohmi,,New genus
Amphispiza_bilineata,Amphispiza_bilineata,Amphispiza_bilineata,,
Amphispiza_quinquestriata,Aimophila_quinquestriata,Aimophila_quinquestriata,New genus,New genus
Amytornis_ballarae,Amytornis_ballarae,Amytornis_purnelli,,Lump/split
Amytornis_barbatus,Amytornis_barbatus,Amytornis_barbatus,,
Amytornis_dorotheae,Amytornis_dorotheae,Amytornis_dorotheae,,
Amytornis_goyderi,Amytornis_goyderi,Amytornis_goyderi,,
Amytornis_housei,Amytornis_housei,Amytornis_housei,,
Amytornis_merrotsyi,Amytornis_merrotsyi,Amytornis_striatus,,Lump/split
Amytornis_modestus,Amytornis_textilis,Amytornis_textilis,Lump/split,Lump/split
Amytornis_purnelli,Amytornis_purnelli,Amytornis_purnelli,,
Amytornis_striatus,Amytornis_striatus,Amytornis_striatus,,
Amytornis_textilis,Amytornis_textilis,Amytornis_textilis,,
Amytornis_woodwardi,Amytornis_woodwardi,Amytornis_woodwardi,,
Anabacerthia_amaurotis,Anabacerthia_amaurotis,Anabacerthia_amaurotis,,
Anabacerthia_lichtensteini,Philydor_lichtensteini,Philydor_lichtensteini,New genus,New genus
Anabacerthia_ruficaudata,Philydor_ruficaudatum,Philydor_ruficaudatum,New genus,New genus
Anabacerthia_striaticollis,Anabacerthia_striaticollis,Anabacerthia_striaticollis,,
Anabacerthia_variegaticeps,Anabacerthia_variegaticeps,Anabacerthia_variegaticeps,,
Anabathmis_hartlaubii,Nectarinia_hartlaubii,Nectarinia_hartlaubii,New genus,New genus
Anabathmis_newtonii,Nectarinia_newtonii,Nectarinia_newtonii,New genus,New genus
Anabathmis_reichenbachii,Nectarinia_reichenbachii,Nectarinia_reichenbachii,New genus,New genus
Anabazenops_dorsalis,Anabazenops_dorsalis,Anabazenops_dorsalis,,
Anabazenops_fuscus,Anabazenops_fuscus,Anabazenops_fuscus,,
Anairetes_alpinus,Anairetes_alpinus,Anairetes_alpinus,,
Anairetes_fernandezianus,Anairetes_fernandezianus,Anairetes_fernandezianus,,
Anairetes_flavirostris,Anairetes_flavirostris,Anairetes_flavirostris,,
Anairetes_nigrocristatus,Anairetes_nigrocristatus,Anairetes_nigrocristatus,,
Anairetes_parulus,Anairetes_parulus,Anairetes_parulus,,
Anairetes_reguloides,Anairetes_reguloides,Anairetes_reguloides,,
Anaplectes_jubaensis,Anaplectes_rubriceps,Anaplectes_rubriceps,Lump/split,Lump/split
Anaplectes_leuconotos,Anaplectes_rubriceps,Anaplectes_rubriceps,Lump/split,Lump/split
Anaplectes_rubriceps,Anaplectes_rubriceps,Anaplectes_rubriceps,,
Anarhynchus_frontalis,Anarhynchus_frontalis,Anarhynchus_frontalis,,
Anas_acuta,Anas_acuta,Anas_acuta,,
Anas_albogularis,Anas_gibberifrons,Anas_gibberifrons,Lump/split,Lump/split
Anas_andium,Anas_andium,Anas_flavirostris,,Lump/split
Anas_aucklandica,Anas_aucklandica,Anas_aucklandica,,
Anas_bahamensis,Anas_bahamensis,Anas_bahamensis,,
Anas_bernieri,Anas_bernieri,Anas_bernieri,,
Anas_capensis,Anas_capensis,Anas_capensis,,
Anas_castanea,Anas_castanea,Anas_castanea,,
Anas_chlorotis,Anas_chlorotis,Anas_aucklandica,,Lump/split
Anas_crecca,Anas_crecca,Anas_crecca,,
Anas_eatoni,Anas_eatoni,Anas_eatoni,,
Anas_erythrorhyncha,Anas_erythrorhyncha,Anas_erythrorhyncha,,
Anas_flavirostris,Anas_flavirostris,Anas_flavirostris,,
Anas_fulvigula,Anas_fulvigula,Anas_fulvigula,,
Anas_georgica,Anas_georgica,Anas_georgica,,
Anas_gibberifrons,Anas_gibberifrons,Anas_gibberifrons,,
Anas_gracilis,Anas_gracilis,Anas_gracilis,,
Anas_laysanensis,Anas_laysanensis,Anas_laysanensis,,
Anas_luzonica,Anas_luzonica,Anas_luzonica,,
Anas_marecula,Anas_falcata,Anas_falcata,Extinct,Extinct
Anas_melleri,Anas_melleri,Anas_melleri,,
Anas_nesiotis,Anas_nesiotis,Anas_aucklandica,,Lump/split
Anas_platyrhynchos,Anas_platyrhynchos,Anas_platyrhynchos,,
Anas_poecilorhyncha,Anas_poecilorhyncha,Anas_poecilorhyncha,,
Anas_rubripes,Anas_rubripes,Anas_rubripes,,
Anas_sparsa,Anas_sparsa,Anas_sparsa,,
Anas_superciliosa,Anas_superciliosa,Anas_superciliosa,,
Anas_theodori,Anas_bernieri,Anas_bernieri,Extinct,Extinct
Anas_undulata,Anas_undulata,Anas_undulata,,
Anas_wyvilliana,Anas_wyvilliana,Anas_wyvilliana,,
Anas_zonorhyncha,Anas_poecilorhyncha,Anas_poecilorhyncha,Lump/split,Lump/split
Anastomus_lamelligerus,Anastomus_lamelligerus,Anastomus_lamelligerus,,
Anastomus_oscitans,Anastomus_oscitans,Anastomus_oscitans,,
Ancistrops_strigilatus,Ancistrops_strigilatus,Ancistrops_strigilatus,,
Andigena_cucullata,Andigena_cucullata,Andigena_cucullata,,
Andigena_hypoglauca,Andigena_hypoglauca,Andigena_hypoglauca,,
Andigena_laminirostris,Andigena_laminirostris,Andigena_laminirostris,,
Andigena_nigrirostris,Andigena_nigrirostris,Andigena_nigrirostris,,
Androdon_aequatorialis,Androdon_aequatorialis,Androdon_aequatorialis,,
Andropadus_importunus,Andropadus_importunus,Andropadus_importunus,,
Androphobus_viridis,Androphobus_viridis,Androphobus_viridis,,
Anhima_cornuta,Anhima_cornuta,Anhima_cornuta,,
Anhinga_anhinga,Anhinga_anhinga,Anhinga_anhinga,,
Anhinga_melanogaster,Anhinga_melanogaster,Anhinga_melanogaster,,
Anhinga_novaehollandiae,Anhinga_novaehollandiae,Anhinga_melanogaster,,Lump/split
Anhinga_rufa,Anhinga_rufa,Anhinga_rufa,,
Anisognathus_flavinucha,Anisognathus_somptuosus,Anisognathus_somptuosus,Lump/split,Lump/split
Anisognathus_igniventris,Anisognathus_igniventris,Anisognathus_igniventris,,
Anisognathus_lacrymosus,Anisognathus_lacrymosus,Anisognathus_lacrymosus,,
Anisognathus_lunulatus,Anisognathus_igniventris,Anisognathus_igniventris,Lump/split,Lump/split
Anisognathus_melanogenys,Anisognathus_melanogenys,Anisognathus_melanogenys,,
Anisognathus_notabilis,Anisognathus_notabilis,Anisognathus_notabilis,,
Anisognathus_somptuosus,Anisognathus_somptuosus,Anisognathus_somptuosus,,
Anodorhynchus_glaucus,Anodorhynchus_hyacinthinus,Anodorhynchus_hyacinthinus,Missing,Missing
Anodorhynchus_hyacinthinus,Anodorhynchus_hyacinthinus,Anodorhynchus_hyacinthinus,,
Anodorhynchus_leari,Anodorhynchus_leari,Anodorhynchus_leari,,
Anomalospiza_imberbis,Anomalospiza_imberbis,Anomalospiza_imberbis,,
Anopetia_gounellei,Anopetia_gounellei,Anopetia_gounellei,,
Anorrhinus_austeni,Anorrhinus_austeni,Anorrhinus_austeni,,
Anorrhinus_galeritus,Anorrhinus_galeritus,Anorrhinus_galeritus,,
Anorrhinus_tickelli,Anorrhinus_tickelli,Anorrhinus_tickelli,,
Anous_minutus,Anous_minutus,Anous_minutus,,
Anous_stolidus,Anous_stolidus,Anous_stolidus,,
Anous_tenuirostris,Anous_tenuirostris,Anous_tenuirostris,,
Anser_albifrons,Anser_albifrons,Anser_albifrons,,
Anser_anser,Anser_anser,Anser_anser,,
Anser_brachyrhynchus,Anser_brachyrhynchus,Anser_brachyrhynchus,,
Anser_caerulescens,Chen_caerulescens,Chen_caerulescens,New genus,New genus
Anser_canagicus,Chen_canagica,Chen_canagica,New genus,New genus
Anser_cygnoid,Anser_cygnoides,Anser_cygnoides,Typo,Typo
Anser_erythropus,Anser_erythropus,Anser_erythropus,,
Anser_fabalis,Anser_fabalis,Anser_fabalis,,
Anser_indicus,Anser_indicus,Anser_indicus,,
Anser_rossii,Chen_rossii,Chen_rossii,New genus,New genus
Anseranas_semipalmata,Anseranas_semipalmata,Anseranas_semipalmata,,
Anthipes_monileger,Ficedula_monileger,Ficedula_monileger,New genus,New genus
Anthipes_solitaris,Ficedula_solitaris,Ficedula_solitaris,New genus,New genus
Anthobaphes_violacea,Nectarinia_violacea,Nectarinia_violacea,New genus,New genus
Anthocephala_floriceps,Anthocephala_floriceps,Anthocephala_floriceps,,
Anthochaera_carunculata,Anthochaera_carunculata,Anthochaera_carunculata,,
Anthochaera_chrysoptera,Anthochaera_chrysoptera,Anthochaera_chrysoptera,,
Anthochaera_lunulata,Anthochaera_lunulata,Anthochaera_lunulata,,
Anthochaera_paradoxa,Anthochaera_paradoxa,Anthochaera_paradoxa,,
Anthochaera_phrygia,Xanthomyza_phrygia,Xanthomyza_phrygia,New genus,New genus
Anthornis_melanocephala,Anthornis_melanura,Anthornis_melanura,Lump/split,Lump/split
Anthornis_melanura,Anthornis_melanura,Anthornis_melanura,,
Anthoscopus_caroli,Anthoscopus_caroli,Anthoscopus_caroli,,
Anthoscopus_flavifrons,Anthoscopus_flavifrons,Anthoscopus_flavifrons,,
Anthoscopus_minutus,Anthoscopus_minutus,Anthoscopus_minutus,,
Anthoscopus_musculus,Anthoscopus_musculus,Anthoscopus_musculus,,
Anthoscopus_parvulus,Anthoscopus_parvulus,Anthoscopus_parvulus,,
Anthoscopus_punctifrons,Anthoscopus_punctifrons,Anthoscopus_punctifrons,,
Anthoscopus_sylviella,Anthoscopus_caroli,Anthoscopus_caroli,Lump/split,Lump/split
Anthracoceros_albirostris,Anthracoceros_albirostris,Anthracoceros_albirostris,,
Anthracoceros_coronatus,Anthracoceros_coronatus,Anthracoceros_albirostris,,Lump/split
Anthracoceros_malayanus,Anthracoceros_malayanus,Anthracoceros_malayanus,,
Anthracoceros_marchei,Anthracoceros_marchei,Anthracoceros_marchei,,
Anthracoceros_montani,Anthracoceros_montani,Anthracoceros_montani,,
Anthracothorax_aurulentus,Anthracothorax_dominicus,Anthracothorax_dominicus,Lump/split,Lump/split
Anthracothorax_dominicus,Anthracothorax_dominicus,Anthracothorax_dominicus,,
Anthracothorax_mango,Anthracothorax_mango,Anthracothorax_mango,,
Anthracothorax_nigricollis,Anthracothorax_nigricollis,Anthracothorax_nigricollis,,
Anthracothorax_prevostii,Anthracothorax_prevostii,Anthracothorax_prevostii,,
Anthracothorax_veraguensis,Anthracothorax_veraguensis,Anthracothorax_prevostii,,Lump/split
Anthracothorax_viridigula,Anthracothorax_viridigula,Anthracothorax_viridigula,,
Anthracothorax_viridis,Anthracothorax_viridis,Anthracothorax_viridis,,
Anthreptes_anchietae,Anthreptes_anchietae,Anthreptes_anchietae,,
Anthreptes_aurantius,Anthreptes_aurantium,Anthreptes_aurantium,Typo,Typo
Anthreptes_gabonicus,Anthreptes_gabonicus,Anthreptes_gabonicus,,
Anthreptes_griseigularis,Anthreptes_malacensis,Anthreptes_malacensis,Lump/split,Lump/split
Anthreptes_longuemarei,Anthreptes_longuemarei,Anthreptes_longuemarei,,
Anthreptes_malacensis,Anthreptes_malacensis,Anthreptes_malacensis,,
Anthreptes_neglectus,Anthreptes_neglectus,Anthreptes_neglectus,,
Anthreptes_orientalis,Anthreptes_orientalis,Anthreptes_orientalis,,
Anthreptes_rectirostris,Anthreptes_rectirostris,Anthreptes_rectirostris,,
Anthreptes_reichenowi,Anthreptes_reichenowi,Anthreptes_reichenowi,,
Anthreptes_rhodolaemus,Anthreptes_rhodolaemus,Anthreptes_rhodolaemus,,
Anthreptes_rubritorques,Anthreptes_rubritorques,Anthreptes_rubritorques,,
Anthreptes_seimundi,Nectarinia_seimundi,Nectarinia_seimundi,New genus,New genus
Anthreptes_simplex,Anthreptes_simplex,Anthreptes_simplex,,
Anthreptes_tephrolaemus,Anthreptes_rectirostris,Anthreptes_rectirostris,Lump/split,Lump/split
Anthropoides_paradiseus,Grus_paradisea,Grus_paradisea,New genus,New genus
Anthropoides_virgo,Grus_virgo,Grus_virgo,New genus,New genus
Anthus_antarcticus,Anthus_antarcticus,Anthus_antarcticus,,
Anthus_berthelotii,Anthus_berthelotii,Anthus_berthelotii,,
Anthus_bogotensis,Anthus_bogotensis,Anthus_bogotensis,,
Anthus_brachyurus,Anthus_brachyurus,Anthus_brachyurus,,
Anthus_caffer,Anthus_caffer,Anthus_caffer,,
Anthus_campestris,Anthus_campestris,Anthus_campestris,,
Anthus_cervinus,Anthus_cervinus,Anthus_cervinus,,
Anthus_chacoensis,Anthus_chacoensis,Anthus_lutescens,,Missing
Anthus_cinnamomeus,Anthus_novaeseelandiae,Anthus_novaeseelandiae,Lump/split,Lump/split
Anthus_correndera,Anthus_correndera,Anthus_correndera,,
Anthus_crenatus,Anthus_crenatus,Anthus_crenatus,,
Anthus_furcatus,Anthus_furcatus,Anthus_furcatus,,
Anthus_godlewskii,Anthus_godlewskii,Anthus_godlewskii,,
Anthus_gustavi,Anthus_gustavi,Anthus_gustavi,,
Anthus_gutturalis,Anthus_gutturalis,Anthus_gutturalis,,
Anthus_hellmayri,Anthus_hellmayri,Anthus_hellmayri,,
Anthus_hodgsoni,Anthus_hodgsoni,Anthus_hodgsoni,,
Anthus_hoeschi,Anthus_hoeschi,Anthus_hoeschi,,
Anthus_leucophrys,Anthus_leucophrys,Anthus_leucophrys,,
Anthus_lineiventris,Anthus_lineiventris,Anthus_lineiventris,,
Anthus_lutescens,Anthus_lutescens,Anthus_lutescens,,
Anthus_melindae,Anthus_melindae,Anthus_melindae,,
Anthus_nattereri,Anthus_nattereri,Anthus_nattereri,,
Anthus_nilghiriensis,Anthus_nilghiriensis,Anthus_nilghiriensis,,
