"","cell_id","elev_mean","elev_range"
"754",754,256.869873046875,915
"755",755,281.721832275391,615
"756",756,357.391662597656,424
"757",757,248.848968505859,555
"758",758,58.6965217590332,418
"759",759,513.817199707031,1157
"760",760,531.362243652344,668
"761",761,477.360717773438,498
"762",762,341.492095947266,181
"763",763,338.949035644531,126
"764",764,387.367584228516,190
"765",765,446.358581542969,241
"766",766,464.101867675781,454
"767",767,607.187927246094,586
"768",768,983.197875976562,4120
"769",769,1150.10913085938,3135
"770",770,1100.01623535156,368
"771",771,1561.84704589844,3608
"772",772,1230.31591796875,3052
"773",773,342.021453857422,1511
"774",774,124.011032104492,337
"775",775,51.9380874633789,234
"776",776,237.304077148438,2639
"777",777,101.370674133301,2101
"778",778,14.5439291000366,557
"779",779,79.2965393066406,1212
"780",780,378.919372558594,1803
"781",781,630.078918457031,2069
"782",782,237.524536132812,1965
"783",783,1125.83666992188,5160
"784",784,1403.19958496094,4092
"785",785,276.289642333984,2827
"786",786,191.017242431641,411
"787",787,152.344223022461,686
"788",788,124.483734130859,1435
"789",789,516.757019042969,2694
"790",790,479.453033447266,1392
"791",791,134.63264465332,1294
"792",792,190.852783203125,880
"793",793,258.334014892578,1017
"794",794,258.388305664062,667
"795",795,183.789352416992,728
"796",796,40.1845016479492,414
"797",797,509.986785888672,1135
"798",798,653.669921875,373
"799",799,576.583679199219,470
"800",800,460.280395507812,376
"801",801,373.608978271484,246
"802",802,418.021179199219,279
"803",803,468.597076416016,258
"804",804,544.099365234375,367
"805",805,684.197021484375,583
"806",806,858.274841308594,731
"807",807,1027.99816894531,1738
"808",808,1066.73522949219,2470
"809",809,926.4951171875,2548
"810",810,603.762023925781,2478
"811",811,655.244506835938,1407
"812",812,457.624145507812,861
"813",813,304.450714111328,620
"814",814,190.759704589844,665
"815",815,419.940490722656,2249
"816",816,84.7147827148438,1983
"817",817,99.0514373779297,1860
"818",818,733.329772949219,2252
"819",819,228.864593505859,1892
"820",820,374.506408691406,3915
"821",821,1566.86608886719,5081
"822",822,1414.25378417969,3804
"823",823,149.01432800293,791
"824",824,116.709007263184,148
"825",825,351.539367675781,2271
"826",826,654.667785644531,2216
"827",827,623.898681640625,2369
"828",828,814.372619628906,2322
"829",829,244.694702148438,1942
"830",830,80.3320541381836,900
"831",831,74.9946441650391,681
"832",832,63.2349319458008,566
"833",833,91.7799835205078,412
"834",834,36.0317039489746,394
"835",835,259.576293945312,3879
"836",836,743.570983886719,2609
"837",837,710.801696777344,489
"838",838,722.789245605469,625
"839",839,638.289855957031,591
"840",840,473.573150634766,357
"841",841,498.424621582031,349
"842",842,558.921447753906,371
"843",843,611.604797363281,260
"844",844,661.393859863281,298
"845",845,671.385070800781,553
"846",846,619.393676757812,1007
"847",847,624.847106933594,2251
"848",848,611.701477050781,1563
"849",849,973.43603515625,2920
"850",850,1380.25769042969,2023
"851",851,746.685791015625,1347
"852",852,432.134918212891,1136
"853",853,358.647155761719,563
"854",854,188.14778137207,401
"855",855,383.929229736328,2992
"856",856,298.533813476562,2038
"857",857,131.795989990234,2063
"858",858,217.828735351562,2200
"859",859,396.115997314453,2486
"860",860,406.814483642578,3807
"861",861,886.628173828125,3578
"862",862,1525.01318359375,5103
"863",863,225.557540893555,3581
"864",864,81.7129440307617,67
"865",865,140.676696777344,1891
"866",866,217.631790161133,1493
"867",867,315.548187255859,1830
"868",868,233.84391784668,1441
"869",869,59.0011749267578,422
"870",870,115.266250610352,674
"871",871,316.767547607422,1544
"872",872,291.315338134766,1097
"873",873,192.872009277344,520
"874",874,216.226165771484,679
"875",875,204.684982299805,764
"876",876,159.620834350586,937
"877",877,86.6898574829102,423
"878",878,198.172134399414,785
"879",879,184.972396850586,591
"880",880,220.021392822266,1916
"881",881,819.076477050781,2831
"882",882,939.132507324219,1874
"883",883,942.147216796875,1338
"884",884,547.532653808594,651
"885",885,482.941955566406,308
"886",886,578.056396484375,394
"887",887,686.042663574219,384
"888",888,693.275207519531,371
"889",889,579.819641113281,419
"890",890,462.273834228516,292
"891",891,423.22900390625,154
"892",892,421.330627441406,358
"893",893,1039.54650878906,2303
"894",894,1664.50915527344,2981
"895",895,2196.57421875,3464
"896",896,1225.21545410156,2829
"897",897,692.2412109375,1073
"898",898,645.3134765625,786
"899",899,412.961853027344,626
"900",900,172.916152954102,741
"901",901,209.903457641602,2398
"902",902,378.197875976562,2806
"903",903,500.613677978516,3681
"904",904,98.4280242919922,2104
"905",905,355.312561035156,3514
"906",906,852.861999511719,4625
"907",907,252.667007446289,2401
"908",908,174.730697631836,1705
"909",909,160.019577026367,1863
"910",910,107.039321899414,1576
"911",911,29.9757995605469,679
"912",912,65.237663269043,1171
"913",913,407.401489257812,1656
"914",914,587.386657714844,1099
"915",915,408.400970458984,667
"916",916,308.27880859375,423
"917",917,284.323791503906,611
"918",918,151.702545166016,413
"919",919,290.322570800781,744
"920",920,326.927093505859,426
"921",921,249.683303833008,582
"922",922,295.420379638672,888
"923",923,490.905517578125,1604
"924",924,315.722229003906,1485
"925",925,359.595153808594,1751
"926",926,401.341156005859,1052
"927",927,394.813446044922,349
"928",928,389.609619140625,219
"929",929,489.633209228516,465
"930",930,700.076721191406,909
"931",931,645.76806640625,710
"932",932,464.145935058594,251
"933",933,401.41943359375,62
"934",934,402.325439453125,79
"935",935,412.907928466797,670
"936",936,1304.4423828125,2646
"937",937,1821.47412109375,2453
"938",938,2147.98950195312,2838
"939",939,1345.31591796875,2637
"940",940,1385.08972167969,2152
"941",941,1035.71179199219,1362
"942",942,774.432006835938,1048
"943",943,632.812133789062,1058
"944",944,172.942367553711,1842
"945",945,97.5050430297852,1652
"946",946,225.301788330078,2644
"947",947,205.997222900391,2799
"948",948,533.799499511719,5484
"949",949,149.836990356445,1928
